"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) LPA receptor mediated events","PID_LYSOPHOSPHOLIPID_PATHWAY","NONE",-0.0302,-0.794,0.451,0.551
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",-0.0259,-0.787,0.454,0.555
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","NONE",-0.0533,-0.785,0.456,0.556
"(Reactome) Vitamin B5 (pantothenate) metabolism","REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","NONE",0.0517,0.779,0.459,0.559
"(PID) TGF-beta receptor signaling","PID_TGFBR_PATHWAY","NONE",-0.0274,-0.778,0.459,0.559
"(Reactome) Metabolism of vitamins and cofactors","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","NONE",-0.0254,-0.765,0.466,0.567
"(Reactome) HIV Life Cycle","REACTOME_HIV_LIFE_CYCLE","NONE",0.0338,0.765,0.467,0.567
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",0.028,0.76,0.47,0.57
"(PID) Nectin adhesion pathway","PID_NECTIN_PATHWAY","NONE",0.0445,0.756,0.472,0.572
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",-0.0318,-0.745,0.478,0.579
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","NONE",-0.0258,-0.744,0.478,0.579
"(KEGG) N-Glycan biosynthesis","KEGG_N_GLYCAN_BIOSYNTHESIS","NONE",0.0278,0.743,0.479,0.579
"(Reactome) Signaling by NOTCH3","REACTOME_SIGNALING_BY_NOTCH3","NONE",0.042,0.732,0.485,0.586
"(Reactome) RNA Polymerase II Transcription","REACTOME_RNA_POL_II_TRANSCRIPTION","NONE",-0.0345,-0.729,0.487,0.587
"(PID) Stabilization and expansion of the E-cadherin adherens junction","PID_ECADHERIN_STABILIZATION_PATHWAY","NONE",-0.0271,-0.728,0.488,0.587
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",-0.0331,-0.728,0.488,0.587
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","NONE",-0.028,-0.725,0.49,0.589
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.0252,-0.721,0.492,0.591
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",-0.0223,-0.706,0.5,0.6
"(STKE) Fas Signaling Pathway","ST_FAS_SIGNALING_PATHWAY","NONE",0.0232,0.703,0.502,0.602
"(PID) Alpha6 beta4 integrin-ligand interactions","PID_INTEGRIN4_PATHWAY","NONE",-0.0319,-0.703,0.503,0.602
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",-0.0236,-0.699,0.505,0.603
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",0.0257,0.696,0.507,0.605
"(Reactome) G alpha (s) signalling events","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","NONE",0.0201,0.692,0.509,0.607
"(Reactome) Voltage gated Potassium channels","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","NONE",-0.0328,-0.69,0.51,0.608
"(KEGG) TGF-beta signaling pathway","KEGG_TGF_BETA_SIGNALING_PATHWAY","NONE",-0.0311,-0.689,0.511,0.608
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",0.0222,0.682,0.515,0.612
"(Reactome) PI3K Cascade","REACTOME_PI3K_CASCADE","NONE",0.0292,0.673,0.52,0.618
"(Reactome) Chondroitin sulfate biosynthesis","REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","NONE",0.0453,0.67,0.522,0.619
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","NONE",-0.0254,-0.668,0.523,0.62
"(PID) Role of Calcineurin-dependent NFAT signaling in lymphocytes","PID_NFAT_3PATHWAY","NONE",-0.0233,-0.667,0.524,0.62
"(KEGG) Antigen processing and presentation","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","NONE",-0.0339,-0.656,0.531,0.627
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",0.0272,0.656,0.531,0.627
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.0255,0.652,0.533,0.63
"(Reactome) DCC mediated attractive signaling","REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","NONE",0.022,0.647,0.536,0.632
"(PID) Direct p53 effectors","PID_P53_DOWNSTREAM_PATHWAY","NONE",-0.0269,-0.642,0.539,0.635
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0266,-0.642,0.539,0.635
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",-0.0218,-0.641,0.54,0.635
"(Reactome) YAP1- and WWTR1 (TAZ)-stimulated gene expression","REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION","NONE",0.0342,0.639,0.541,0.636
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",-0.0235,-0.638,0.542,0.636
"(Reactome) Destabilization of mRNA by KSRP","REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP","NONE",0.0322,0.635,0.544,0.637
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",-0.0211,-0.633,0.545,0.638
"(Reactome) GABA B receptor activation","REACTOME_GABA_B_RECEPTOR_ACTIVATION","NONE",0.0213,0.629,0.547,0.64
"(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","NONE",0.0419,0.628,0.548,0.64
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",0.0205,0.627,0.549,0.64
"(Reactome) Host Interactions of HIV factors","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","NONE",-0.0286,-0.625,0.55,0.641
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",-0.0266,-0.616,0.556,0.647
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.025,0.609,0.56,0.651
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",-0.0279,-0.609,0.56,0.651
"(BioCarta) Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages","BIOCARTA_GSK3_PATHWAY","NONE",0.0237,0.606,0.561,0.652
"(Reactome) Asparagine N-linked glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","NONE",0.0272,0.605,0.562,0.652
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",-0.0313,-0.602,0.564,0.654
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",-0.0213,-0.599,0.566,0.655
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",0.0262,0.594,0.569,0.658
"(Reactome) Signaling by PDGF","REACTOME_SIGNALING_BY_PDGF","NONE",-0.0229,-0.588,0.573,0.662
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",0.0226,0.584,0.576,0.664
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",0.0238,0.583,0.576,0.664
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",0.0305,0.581,0.577,0.665
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",-0.0254,-0.58,0.578,0.665
"(Reactome) G1 Phase","REACTOME_G1_PHASE","NONE",0.0308,0.575,0.581,0.668
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",0.0204,0.575,0.582,0.668
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",-0.0187,-0.573,0.582,0.668
"(PID) IL6-mediated signaling events","PID_IL6_7_PATHWAY","NONE",-0.0252,-0.572,0.583,0.668
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",0.0187,0.567,0.587,0.671
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.024,-0.566,0.587,0.671
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","NONE",0.0456,0.565,0.588,0.671
"(BioCarta) Double Stranded RNA Induced Gene Expression","BIOCARTA_RNA_PATHWAY","NONE",-0.0211,-0.561,0.591,0.673
"(BioCarta) Regulation of PGC-1a","BIOCARTA_PGC1A_PATHWAY","NONE",-0.0191,-0.561,0.591,0.673
"(Reactome) DARPP-32 events","REACTOME_DARPP_32_EVENTS","NONE",-0.0188,-0.555,0.594,0.677
"(PID) EPHA forward signaling","PID_EPHA_FWDPATHWAY","NONE",0.0184,0.547,0.6,0.682
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",-0.0166,-0.535,0.608,0.69
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",0.0191,0.534,0.608,0.69
"(Reactome) Cell death signalling via NRAGE, NRIF and NADE","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","NONE",-0.0215,-0.525,0.614,0.696
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",0.0202,0.522,0.616,0.698
"(BioCarta) Sprouty regulation of tyrosine kinase signals","BIOCARTA_SPRY_PATHWAY","NONE",-0.0195,-0.511,0.623,0.705
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",-0.0446,-0.504,0.628,0.709
"(PID) ErbB4 signaling events","PID_ERBB4_PATHWAY","NONE",-0.021,-0.504,0.628,0.709
"(Reactome) p38MAPK events","REACTOME_P38MAPK_EVENTS","NONE",-0.0181,-0.501,0.63,0.711
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",0.0301,0.5,0.631,0.711
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",-0.022,-0.5,0.631,0.711
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","NONE",-0.0203,-0.488,0.639,0.718
"(BioCarta) Role of Tob in T-cell activation","BIOCARTA_TOB1_PATHWAY","NONE",0.0231,0.487,0.639,0.719
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.0174,-0.485,0.641,0.72
"(Reactome) Late Phase of HIV Life Cycle","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","NONE",0.0169,0.466,0.654,0.733
"(KEGG) RNA degradation","KEGG_RNA_DEGRADATION","NONE",0.0174,0.464,0.655,0.733
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","NONE",-0.0282,-0.464,0.656,0.733
"(Reactome) Rap1 signalling","REACTOME_RAP1_SIGNALLING","NONE",0.0164,0.462,0.656,0.733
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",0.0136,0.462,0.657,0.733
"(Reactome) Apoptotic cleavage of cellular proteins","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS","NONE",0.0148,0.461,0.657,0.733
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",-0.014,-0.46,0.658,0.733
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",0.015,0.457,0.66,0.735
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",-0.0189,-0.453,0.663,0.737
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0189,0.452,0.663,0.737
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",0.0158,0.448,0.667,0.74
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","NONE",0.0138,0.443,0.669,0.743
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",-0.0134,-0.442,0.671,0.743
"(Reactome) TGF-beta receptor signaling activates SMADs","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","NONE",-0.0132,-0.442,0.671,0.743
"(STKE) G alpha 13 Pathway","ST_GA13_PATHWAY","NONE",-0.0162,-0.431,0.678,0.75
"(Reactome) RORA Activates Circadian Expression","REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",-0.0224,-0.43,0.679,0.75
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","NONE",0.0142,0.423,0.683,0.755
"(Reactome) Signaling by NOTCH2","REACTOME_SIGNALING_BY_NOTCH2","NONE",0.0222,0.418,0.687,0.758
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",-0.0179,-0.415,0.689,0.759
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","NONE",0.0205,0.409,0.693,0.763
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",0.0209,0.409,0.694,0.763
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",-0.0141,-0.403,0.698,0.767
"(SigmaAldrich) Apoptosis is mediated by caspases, cysteine proteases arranged in a proteolytic cascade.","SA_CASPASE_CASCADE","NONE",-0.0149,-0.392,0.706,0.774
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",-0.0216,-0.388,0.708,0.776
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","NONE",-0.0137,-0.384,0.711,0.779
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","NONE",0.0112,0.384,0.712,0.779
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",0.0168,0.373,0.719,0.786
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",-0.0119,-0.364,0.725,0.792
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",0.0135,0.362,0.727,0.793
"(BioCarta) Growth Hormone Signaling Pathway","BIOCARTA_GH_PATHWAY","NONE",-0.0128,-0.36,0.728,0.794
"(SigmaAldrich) PTEN is a tumor suppressor that dephosphorylates the lipid messenger phosphatidylinositol triphosphate.","SA_PTEN_PATHWAY","NONE",-0.0169,-0.357,0.73,0.795
"(PID) Signaling events mediated by TCPTP","PID_TCPTP_PATHWAY","NONE",0.017,0.356,0.731,0.795
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",-0.015,-0.355,0.732,0.796
"(Reactome) Integrin alphaIIb beta3 signaling","REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","NONE",-0.0148,-0.352,0.734,0.797
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",0.0124,0.346,0.738,0.801
"(PID) N-cadherin signaling events","PID_NCADHERIN_PATHWAY","NONE",-0.0115,-0.34,0.743,0.805
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","NONE",-0.0165,-0.337,0.745,0.806
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",-0.0123,-0.337,0.745,0.806
"(BioCarta) CTCF: First Multivalent Nuclear Factor","BIOCARTA_CTCF_PATHWAY","NONE",-0.0125,-0.332,0.749,0.808
"(Reactome) Circadian Clock","REACTOME_CIRCADIAN_CLOCK","NONE",-0.0154,-0.332,0.749,0.808
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",-0.0137,-0.33,0.75,0.809
"(Reactome) Circadian Repression of Expression by REV-ERBA","REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA","NONE",-0.0172,-0.329,0.751,0.809
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",-0.0106,-0.326,0.753,0.809
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",0.0105,0.325,0.753,0.809
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","NONE",0.0181,0.325,0.754,0.809
"(PID) S1P3 pathway","PID_S1P_S1P3_PATHWAY","NONE",-0.0137,-0.325,0.754,0.809
"(Reactome) BMAL1:CLOCK/NPAS2 Activates Circadian Expression","REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",-0.0168,-0.313,0.762,0.818
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",-0.0193,-0.311,0.764,0.818
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",-0.00978,-0.311,0.764,0.818
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.00883,0.305,0.768,0.821
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","NONE",-0.0102,-0.305,0.768,0.821
"(PID) SHP2 signaling","PID_SHP2_PATHWAY","NONE",0.0143,0.3,0.772,0.824
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",-0.00983,-0.295,0.776,0.827
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",0.0111,0.29,0.779,0.83
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","NONE",0.0101,0.289,0.78,0.83
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",-0.00978,-0.288,0.781,0.83
"(Reactome) SHC-mediated cascade","REACTOME_SHC_MEDIATED_CASCADE","NONE",0.0134,0.287,0.781,0.83
"(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","BIOCARTA_MYOSIN_PATHWAY","NONE",-0.0122,-0.281,0.786,0.834
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",0.00946,0.257,0.804,0.85
"(KEGG) Axon guidance","KEGG_AXON_GUIDANCE","NONE",-0.0102,-0.257,0.804,0.85
"(SigmaAldrich) The TrkA receptor binds nerve growth factor to activate MAP kinase pathways and promote cell growth.","SA_TRKA_RECEPTOR","NONE",-0.00951,-0.257,0.804,0.85
"(KEGG) Tight junction","KEGG_TIGHT_JUNCTION","NONE",-0.00935,-0.257,0.804,0.85
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",0.011,0.254,0.806,0.851
"(BioCarta) Integrin Signaling Pathway","BIOCARTA_INTEGRIN_PATHWAY","NONE",0.00846,0.248,0.811,0.856
"(PID) FGF signaling pathway","PID_FGF_PATHWAY","NONE",0.0103,0.245,0.812,0.857
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",-0.00761,-0.242,0.815,0.858
"(Reactome) PI-3K cascade","REACTOME_PI_3K_CASCADE","NONE",0.0107,0.241,0.815,0.858
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",-0.0112,-0.238,0.818,0.86
"(KEGG) Dorso-ventral axis formation","KEGG_DORSO_VENTRAL_AXIS_FORMATION","NONE",-0.0152,-0.236,0.819,0.86
"(BioCarta) Telomeres, Telomerase, Cellular Aging, and Immortality","BIOCARTA_TEL_PATHWAY","NONE",0.00824,0.236,0.82,0.86
"(Reactome) ERKs are inactivated","REACTOME_ERKS_ARE_INACTIVATED","NONE",0.0104,0.234,0.821,0.86
"(BioCarta) ALK in cardiac myocytes","BIOCARTA_ALK_PATHWAY","NONE",0.00763,0.231,0.824,0.863
"(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle","REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","NONE",-0.00976,-0.228,0.825,0.863
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",0.0107,0.228,0.825,0.863
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.00996,0.224,0.828,0.865
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",0.00929,0.221,0.831,0.867
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",-0.0125,-0.22,0.831,0.867
"(PID) Reelin signaling pathway","PID_REELIN_PATHWAY","NONE",-0.00888,-0.215,0.836,0.87
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",0.00871,0.211,0.838,0.872
"(KEGG) Neurotrophin signaling pathway","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","NONE",0.0063,0.204,0.843,0.876
"(KEGG) Pathways in cancer","KEGG_PATHWAYS_IN_CANCER","NONE",-0.00589,-0.204,0.844,0.876
"(BioCarta) How Progesterone Initiates Oocyte Membrane","BIOCARTA_MPR_PATHWAY","NONE",0.0106,0.2,0.846,0.878
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",-0.00642,-0.197,0.849,0.88
"(Reactome) TRAF6 mediated NF-kB activation","REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION","NONE",-0.00625,-0.18,0.861,0.892
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",-0.0056,-0.175,0.866,0.896
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",0.00751,0.165,0.873,0.903
"(BioCarta) EPO Signaling Pathway","BIOCARTA_EPO_PATHWAY","NONE",0.00482,0.157,0.879,0.908
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",-0.00728,-0.15,0.885,0.913
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","NONE",-0.0068,-0.147,0.887,0.915
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",-0.007,-0.142,0.89,0.917
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",-0.00834,-0.134,0.897,0.923
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",-0.00404,-0.13,0.9,0.925
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",0.0051,0.129,0.9,0.925
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.00548,0.121,0.907,0.93
"(PID) EPHA2 forward signaling","PID_EPHA2_FWD_PATHWAY","NONE",0.00437,0.121,0.907,0.93
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",-0.00488,-0.119,0.908,0.931
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",0.00535,0.117,0.91,0.931
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",0.00304,0.0996,0.923,0.944
"(KEGG) Non-homologous end-joining","KEGG_NON_HOMOLOGOUS_END_JOINING","NONE",-0.00552,-0.0867,0.933,0.953
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",0.00261,0.0804,0.938,0.958
"(Reactome) Synthesis of PIPs at the plasma membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","NONE",-0.00407,-0.0666,0.949,0.967
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",0.00184,0.0563,0.956,0.974
"(Reactome) Signaling by NOTCH4","REACTOME_SIGNALING_BY_NOTCH4","NONE",0.0031,0.0556,0.957,0.974
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",-0.00313,-0.0543,0.958,0.975
"(PID) Syndecan-2-mediated signaling events","PID_SYNDECAN_2_PATHWAY","NONE",0.00164,0.0507,0.961,0.976
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","NONE",-0.00166,-0.0469,0.964,0.979
"(Reactome) Class B/2 (Secretin family receptors)","REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","NONE",0.00139,0.0447,0.965,0.979
"(Reactome) Signal attenuation","REACTOME_SIGNAL_ATTENUATION","NONE",-0.00145,-0.0422,0.967,0.98
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","NONE",0.0014,0.041,0.968,0.98
"(PID) RhoA signaling pathway","PID_RHOA_PATHWAY","NONE",0.00122,0.0377,0.971,0.982
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",0.00113,0.0358,0.972,0.983
"(Reactome) mRNA Decay by 3' to 5' Exoribonuclease","REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE","NONE",-0.00194,-0.032,0.975,0.984
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",-0.00186,-0.0308,0.976,0.984
"(BioCarta) TGF beta signaling pathway","BIOCARTA_TGFB_PATHWAY","NONE",0.00123,0.0303,0.977,0.984
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",-0.000924,-0.0293,0.977,0.984
