"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",0.0196,1.03,0.303,0.386
"(Reactome) RNA Polymerase I Promoter Opening","REACTOME_RNA_POL_I_PROMOTER_OPENING","NONE",-0.0593,-1.03,0.303,0.387
"(PID) TCR signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_PATHWAY","NONE",-0.014,-1.03,0.304,0.388
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",-0.0171,-1.02,0.306,0.39
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",0.0174,1.02,0.307,0.39
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",0.0195,1.02,0.308,0.39
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",0.02,1.02,0.308,0.39
"(PID) EPHA2 forward signaling","PID_EPHA2_FWD_PATHWAY","NONE",0.019,1.02,0.308,0.39
"(SigmaAldrich) Expression of cyclins regulates progression through the cell cycle by activating cyclin-dependent kinases.","SA_REG_CASCADE_OF_CYCLIN_EXPR","NONE",-0.0283,-1.02,0.308,0.39
"(BioCarta) WNT Signaling Pathway","BIOCARTA_WNT_PATHWAY","NONE",0.0252,1.02,0.309,0.391
"(Reactome) Apoptosis induced DNA fragmentation","REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION","NONE",0.0437,1.01,0.314,0.396
"(BioCarta) Role of Mitochondria in Apoptotic Signaling","BIOCARTA_MITOCHONDRIA_PATHWAY","NONE",-0.0231,-1.01,0.314,0.396
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","NONE",0.0287,1.01,0.314,0.396
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",0.0291,1,0.316,0.398
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",-0.0159,-1,0.317,0.399
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",-0.0157,-0.997,0.319,0.401
"(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","NONE",0.0322,0.995,0.32,0.402
"(Reactome) Double-Strand Break Repair","REACTOME_DOUBLE_STRAND_BREAK_REPAIR","NONE",-0.0198,-0.993,0.321,0.403
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",0.0208,0.987,0.324,0.406
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",0.0213,0.984,0.326,0.407
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",-0.0249,-0.981,0.327,0.409
"(KEGG) ABC transporters","KEGG_ABC_TRANSPORTERS","NONE",0.0231,0.975,0.33,0.412
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",0.0205,0.97,0.332,0.415
"(PID) Signaling events mediated by PRL","PID_PRL_SIGNALING_EVENTS_PATHWAY","NONE",0.031,0.959,0.338,0.421
"(SigmaAldrich) The TrkA receptor binds nerve growth factor to activate MAP kinase pathways and promote cell growth.","SA_TRKA_RECEPTOR","NONE",0.0346,0.948,0.343,0.427
"(Reactome) CRMPs in Sema3A signaling","REACTOME_CRMPS_IN_SEMA3A_SIGNALING","NONE",-0.0301,-0.948,0.343,0.427
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",0.0363,0.943,0.346,0.43
"(Reactome) SHC-related events","REACTOME_SHC_RELATED_EVENTS","NONE",0.0168,0.942,0.347,0.43
"(STKE) G alpha i Pathway","ST_G_ALPHA_I_PATHWAY","NONE",0.0164,0.937,0.349,0.432
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",0.0147,0.936,0.35,0.433
"(BioCarta) Intrinsic Prothrombin Activation Pathway","BIOCARTA_INTRINSIC_PATHWAY","NONE",0.0442,0.932,0.352,0.435
"(Reactome) Activation of the AP-1 family of transcription factors","REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS","NONE",-0.0378,-0.926,0.355,0.438
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",0.0122,0.925,0.355,0.438
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",0.0192,0.925,0.356,0.438
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.0161,0.924,0.356,0.438
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",0.0257,0.921,0.357,0.44
"(Reactome) Processing of Capped Intron-Containing Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","NONE",-0.0174,-0.915,0.36,0.443
"(Reactome) Signaling by NOTCH3","REACTOME_SIGNALING_BY_NOTCH3","NONE",0.039,0.91,0.363,0.446
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","NONE",-0.0118,-0.902,0.367,0.45
"(BioCarta) TNF/Stress Related Signaling","BIOCARTA_STRESS_PATHWAY","NONE",0.0255,0.901,0.368,0.451
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",0.0174,0.899,0.369,0.452
"(Reactome) Regulation of IFNG signaling","REACTOME_REGULATION_OF_IFNG_SIGNALING","NONE",0.059,0.898,0.369,0.452
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",-0.0162,-0.896,0.37,0.452
"(Reactome) Striated Muscle Contraction","REACTOME_STRIATED_MUSCLE_CONTRACTION","NONE",-0.0473,-0.892,0.373,0.455
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",0.0168,0.89,0.374,0.455
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.0216,0.89,0.374,0.455
"(Reactome) Inflammasomes","REACTOME_INFLAMMASOMES","NONE",-0.0173,-0.884,0.377,0.458
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","NONE",0.0117,0.882,0.378,0.459
"(BioCarta) Role of Parkin in the Ubiquitin-Proteasomal Pathway","BIOCARTA_PARKIN_PATHWAY","NONE",-0.0273,-0.882,0.378,0.459
"(Reactome) Regulatory RNA pathways","REACTOME_REGULATORY_RNA_PATHWAYS","NONE",-0.0208,-0.882,0.378,0.459
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",-0.0273,-0.876,0.381,0.462
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",-0.0244,-0.875,0.382,0.462
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","NONE",-0.019,-0.874,0.382,0.462
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","NONE",0.0354,0.872,0.383,0.463
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",-0.0155,-0.87,0.385,0.464
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",-0.0177,-0.869,0.385,0.464
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","NONE",-0.0232,-0.863,0.388,0.467
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",-0.0233,-0.856,0.392,0.472
"(PID) Ceramide signaling pathway","PID_CERAMIDE_PATHWAY","NONE",-0.0129,-0.852,0.394,0.474
"(PID) FOXM1 transcription factor network","PID_FOXM1_PATHWAY","NONE",0.0166,0.849,0.396,0.475
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","NONE",-0.0125,-0.845,0.398,0.478
"(Reactome) Nuclear Events (kinase and transcription factor activation)","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","NONE",0.0172,0.844,0.399,0.478
"(PID) ErbB receptor signaling network","PID_ERBB_NETWORK_PATHWAY","NONE",0.0338,0.838,0.402,0.481
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",-0.00989,-0.837,0.403,0.481
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",0.0194,0.836,0.403,0.481
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","NONE",-0.0209,-0.836,0.403,0.481
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.00884,0.835,0.404,0.481
"(Reactome) SRP-dependent cotranslational protein targeting to membrane","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","NONE",0.0291,0.826,0.409,0.487
"(PID) CDC42 signaling events","PID_CDC42_PATHWAY","NONE",0.00726,0.819,0.413,0.491
"(STKE) G alpha 12 Pathway","ST_GA12_PATHWAY","NONE",-0.0186,-0.805,0.421,0.499
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",0.0169,0.805,0.421,0.499
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.0136,0.804,0.422,0.499
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",-0.0182,-0.804,0.422,0.499
"(Reactome) Role of DCC in regulating apoptosis","REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS","NONE",-0.026,-0.801,0.423,0.501
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",0.0253,0.789,0.431,0.508
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",0.0145,0.788,0.431,0.508
"(Reactome) G alpha (i) signalling events","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","NONE",-0.0183,-0.784,0.433,0.511
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",-0.013,-0.775,0.438,0.517
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",0.0122,0.774,0.439,0.517
"(Reactome) Recruitment of mitotic centrosome proteins and complexes","REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","NONE",-0.0156,-0.765,0.444,0.522
"(PID) Regulation of CDC42 activity","PID_CDC42_REG_PATHWAY","NONE",0.0141,0.762,0.446,0.524
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",-0.015,-0.761,0.447,0.524
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",0.0282,0.76,0.448,0.525
"(Reactome) Golgi Associated Vesicle Biogenesis","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","NONE",-0.00979,-0.748,0.455,0.532
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",-0.00919,-0.742,0.458,0.536
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",0.0187,0.742,0.458,0.536
"(Reactome) Meiotic Synapsis","REACTOME_MEIOTIC_SYNAPSIS","NONE",0.0251,0.737,0.461,0.539
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",0.0119,0.73,0.466,0.543
"(KEGG) Thyroid cancer","KEGG_THYROID_CANCER","NONE",0.0118,0.725,0.469,0.546
"(Reactome) ABC-family proteins mediated transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","NONE",-0.0199,-0.723,0.47,0.547
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","NONE",0.0101,0.719,0.472,0.549
"(Reactome) Translation","REACTOME_TRANSLATION","NONE",0.0207,0.718,0.473,0.549
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",0.0104,0.716,0.474,0.55
"(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity","BIOCARTA_NKCELLS_PATHWAY","NONE",0.0161,0.715,0.475,0.55
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",0.0118,0.715,0.475,0.55
"(KEGG) Linoleic acid metabolism","KEGG_LINOLEIC_ACID_METABOLISM","NONE",-0.0197,-0.715,0.475,0.55
"(Reactome) Transport of Mature Transcript to Cytoplasm","REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM","NONE",-0.015,-0.71,0.478,0.553
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",-0.0153,-0.706,0.48,0.555
"(Reactome) SHC1 events in ERBB4 signaling","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0112,-0.704,0.482,0.556
"(Reactome) Influenza Viral RNA Transcription and Replication","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","NONE",0.0249,0.698,0.486,0.56
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",-0.0153,-0.693,0.488,0.562
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","NONE",-0.00963,-0.688,0.492,0.566
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",-0.0108,-0.687,0.493,0.566
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","NONE",0.0292,0.683,0.495,0.568
"(KEGG) Circadian rhythm - mammal","KEGG_CIRCADIAN_RHYTHM_MAMMAL","NONE",0.0293,0.666,0.505,0.58
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",0.0144,0.664,0.507,0.581
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",0.00969,0.661,0.509,0.582
"(Reactome) Interleukin-2 signaling","REACTOME_IL_2_SIGNALING","NONE",0.0113,0.659,0.51,0.584
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",-0.0126,-0.653,0.514,0.587
"(SigmaAldrich) Programmed cell death, or apoptosis, eliminates damaged or unneeded cells.","SA_PROGRAMMED_CELL_DEATH","NONE",-0.0174,-0.646,0.518,0.591
"(Reactome) Nephrin interactions","REACTOME_NEPHRIN_INTERACTIONS","NONE",0.0153,0.646,0.519,0.591
"(PID) Calcium signaling in the CD4+ TCR pathway","PID_TCR_CALCIUM_PATHWAY","NONE",-0.0255,-0.64,0.522,0.595
"(Reactome) Signaling by NOTCH4","REACTOME_SIGNALING_BY_NOTCH4","NONE",0.0244,0.64,0.522,0.595
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","NONE",-0.0127,-0.632,0.527,0.599
"(Reactome) Bile acid and bile salt metabolism","REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","NONE",-0.0224,-0.632,0.527,0.599
"(STKE) Adrenergic Pathway","ST_ADRENERGIC","NONE",-0.0135,-0.625,0.532,0.604
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.0256,0.625,0.532,0.604
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",0.0156,0.606,0.545,0.617
"(Reactome) Keratan sulfate biosynthesis","REACTOME_KERATAN_SULFATE_BIOSYNTHESIS","NONE",0.0227,0.603,0.546,0.618
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.0104,-0.603,0.546,0.618
"(KEGG) Vibrio cholerae infection","KEGG_VIBRIO_CHOLERAE_INFECTION","NONE",-0.0103,-0.602,0.547,0.618
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",0.00803,0.593,0.553,0.624
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",-0.0154,-0.591,0.555,0.625
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",-0.0102,-0.58,0.562,0.633
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",0.00629,0.575,0.566,0.636
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",-0.0201,-0.574,0.566,0.636
"(BioCarta) Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","BIOCARTA_CFTR_PATHWAY","NONE",0.0108,0.568,0.57,0.641
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",0.017,0.566,0.572,0.641
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",0.0187,0.56,0.575,0.645
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0105,0.559,0.576,0.645
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",0.0111,0.55,0.583,0.652
"(Reactome) Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS","NONE",-0.0192,-0.539,0.59,0.659
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",0.00717,0.531,0.596,0.665
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",-0.0146,-0.527,0.598,0.667
"(BioCarta) Role of Erk5 in Neuronal Survival","BIOCARTA_ERK5_PATHWAY","NONE",-0.00919,-0.519,0.604,0.673
"(Reactome) Acyl chain remodelling of PC","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","NONE",-0.0119,-0.507,0.612,0.681
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",0.00891,0.507,0.612,0.681
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","NONE",-0.00929,-0.502,0.616,0.684
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",0.00501,0.494,0.622,0.69
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.00665,-0.493,0.622,0.69
"(Reactome) Keratan sulfate/keratin metabolism","REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM","NONE",0.0162,0.492,0.623,0.69
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",-0.00826,-0.489,0.625,0.692
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","NONE",0.0171,0.465,0.642,0.71
"(Reactome) Negative regulators of RIG-I/MDA5 signaling","REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING","NONE",0.00964,0.454,0.65,0.718
"(KEGG) Cell cycle","KEGG_CELL_CYCLE","NONE",-0.00627,-0.454,0.65,0.718
"(Reactome) Signaling by Rho GTPases","REACTOME_SIGNALING_BY_RHO_GTPASES","NONE",-0.00719,-0.45,0.653,0.719
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",-0.0174,-0.45,0.653,0.719
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",-0.0217,-0.441,0.66,0.726
"(Reactome) Fanconi Anemia pathway","REACTOME_FANCONI_ANEMIA_PATHWAY","NONE",-0.00983,-0.431,0.666,0.733
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",0.00903,0.426,0.67,0.735
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.00791,0.426,0.67,0.735
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",-0.0107,-0.425,0.671,0.735
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",-0.00484,-0.423,0.672,0.736
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","NONE",0.0105,0.411,0.681,0.745
"(Reactome) Rap1 signalling","REACTOME_RAP1_SIGNALLING","NONE",0.00966,0.408,0.683,0.747
"(Reactome) Early Phase of HIV Life Cycle","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","NONE",0.011,0.405,0.686,0.749
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",-0.00733,-0.395,0.693,0.756
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",-0.00461,-0.394,0.693,0.756
"(Reactome) Influenza Life Cycle","REACTOME_INFLUENZA_LIFE_CYCLE","NONE",0.0107,0.394,0.694,0.756
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.00614,-0.392,0.695,0.756
"(Reactome) Prolactin receptor signaling","REACTOME_PROLACTIN_RECEPTOR_SIGNALING","NONE",-0.00821,-0.392,0.695,0.756
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",-0.00582,-0.379,0.704,0.765
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",-0.00518,-0.377,0.706,0.766
"(Reactome) Latent infection of Homo sapiens with Mycobacterium tuberculosis","REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS","NONE",-0.0135,-0.374,0.709,0.769
"(Reactome) Signalling to RAS","REACTOME_SIGNALLING_TO_RAS","NONE",0.00645,0.369,0.712,0.772
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",0.00443,0.367,0.714,0.773
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",0.00484,0.364,0.716,0.774
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","NONE",-0.007,-0.345,0.73,0.788
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",0.0215,0.345,0.73,0.788
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",0.00864,0.339,0.734,0.792
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",0.00777,0.338,0.736,0.793
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",0.00589,0.335,0.738,0.794
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",0.00449,0.327,0.744,0.799
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",0.00631,0.327,0.744,0.799
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",-0.00415,-0.327,0.744,0.799
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",-0.00637,-0.326,0.745,0.799
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",-0.00946,-0.314,0.754,0.808
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",0.00332,0.309,0.758,0.811
"(BioCarta) CBL mediated ligand-induced downregulation of EGF receptors","BIOCARTA_CBL_PATHWAY","NONE",-0.0102,-0.302,0.763,0.816
"(BioCarta) Phospholipase C-epsilon pathway","BIOCARTA_PLCE_PATHWAY","NONE",0.00582,0.297,0.766,0.818
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",-0.00594,-0.297,0.767,0.818
"(Reactome) SHC-mediated signalling","REACTOME_SHC_MEDIATED_SIGNALLING","NONE",0.00566,0.295,0.768,0.818
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",-0.00516,-0.295,0.768,0.818
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","NONE",0.0176,0.294,0.769,0.818
"(Reactome) mRNA Splicing","REACTOME_MRNA_SPLICING","NONE",-0.00621,-0.292,0.77,0.819
"(STKE) Myocyte Adrenergic Pathway is a specific case of the generalized Adrenergic Pathway.","ST_MYOCYTE_AD_PATHWAY","NONE",0.00571,0.286,0.775,0.824
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",-0.00654,-0.284,0.777,0.824
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",0.00779,0.279,0.781,0.828
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.00615,0.272,0.786,0.833
"(BioCarta) Repression of Pain Sensation by the Transcriptional Regulator DREAM","BIOCARTA_DREAM_PATHWAY","NONE",0.00917,0.268,0.789,0.835
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",-0.00368,-0.266,0.79,0.836
"(KEGG) Sphingolipid metabolism","KEGG_SPHINGOLIPID_METABOLISM","NONE",0.0068,0.26,0.795,0.841
