"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","NONE",-0.0163,-0.543,0.587,0.731
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",-0.00517,-0.543,0.587,0.731
"(Reactome) p38MAPK events","REACTOME_P38MAPK_EVENTS","NONE",0.00843,0.542,0.588,0.731
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",0.0128,0.541,0.589,0.731
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",-0.0257,-0.538,0.591,0.733
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",0.0228,0.529,0.597,0.74
"(BioCarta) Control of skeletal myogenesis by HDAC and calcium/calmodulin-dependent kinase (CaMK)","BIOCARTA_HDAC_PATHWAY","NONE",0.00723,0.529,0.597,0.74
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",-0.00504,-0.526,0.599,0.741
"(Reactome) Trafficking of AMPA receptors","REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","NONE",-0.0144,-0.516,0.606,0.749
"(STKE) G alpha i Pathway","ST_G_ALPHA_I_PATHWAY","NONE",0.00557,0.509,0.611,0.754
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",-0.00726,-0.507,0.612,0.755
"(PID) Aurora A signaling","PID_AURORA_A_PATHWAY","NONE",0.00673,0.503,0.615,0.758
"(BioCarta) Regulation And Function Of ChREBP in Liver","BIOCARTA_CHREBP2_PATHWAY","NONE",-0.00691,-0.501,0.616,0.758
"(BioCarta) EPO Signaling Pathway","BIOCARTA_EPO_PATHWAY","NONE",0.0122,0.497,0.62,0.762
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","NONE",0.00903,0.493,0.622,0.763
"(KEGG) Ribosome","KEGG_RIBOSOME","NONE",-0.00747,-0.493,0.622,0.763
"(KEGG) Pantothenate and CoA biosynthesis","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","NONE",-0.00988,-0.492,0.623,0.763
"(Reactome) Signaling by NOTCH3","REACTOME_SIGNALING_BY_NOTCH3","NONE",-0.0143,-0.49,0.624,0.763
"(Reactome) Signaling by NOTCH4","REACTOME_SIGNALING_BY_NOTCH4","NONE",-0.0139,-0.489,0.625,0.763
"(Reactome) EGFR downregulation","REACTOME_EGFR_DOWNREGULATION","NONE",-0.00605,-0.489,0.625,0.763
"(Reactome) SHC-mediated cascade","REACTOME_SHC_MEDIATED_CASCADE","NONE",0.0105,0.489,0.625,0.763
"(Reactome) GRB2:SOS provides linkage to MAPK signaling for Intergrins ","REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_","NONE",0.0166,0.487,0.626,0.763
"(PID) Regulation of Ras family activation","PID_RAS_PATHWAY","NONE",-0.00919,-0.485,0.628,0.765
"(PID) TCR signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_PATHWAY","NONE",-0.00435,-0.481,0.631,0.767
"(PID) IL23-mediated signaling events","PID_IL23_PATHWAY","NONE",0.0147,0.476,0.634,0.77
"(Reactome) CS/DS degradation","REACTOME_CS_DS_DEGRADATION","NONE",0.0137,0.475,0.635,0.771
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","NONE",0.016,0.474,0.636,0.771
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",-0.00392,-0.473,0.637,0.771
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.0102,0.472,0.637,0.771
"(BioCarta) Deregulation of CDK5 in Alzheimers Disease","BIOCARTA_P35ALZHEIMERS_PATHWAY","NONE",-0.01,-0.462,0.644,0.779
"(Reactome) Synthesis of PIPs at the Golgi membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE","NONE",-0.00918,-0.46,0.645,0.779
"(Reactome) Neuronal System","REACTOME_NEURONAL_SYSTEM","NONE",-0.0134,-0.459,0.646,0.779
"(Reactome) N-Glycan antennae elongation","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION","NONE",-0.0117,-0.45,0.653,0.787
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","NONE",0.0103,0.449,0.654,0.787
"(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity","BIOCARTA_NKCELLS_PATHWAY","NONE",-0.00728,-0.447,0.655,0.787
"(SigmaAldrich) Cdk2, 4, and 6 bind cyclin D in G1, while cdk2/cyclin E promotes the G1/S transition.","SA_G1_AND_S_PHASES","NONE",0.011,0.447,0.655,0.787
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.0069,0.446,0.656,0.787
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",-0.00573,-0.445,0.657,0.787
"(PID) Alpha9 beta1 integrin signaling events","PID_INTEGRIN_A9B1_PATHWAY","NONE",-0.0109,-0.442,0.659,0.788
"(KEGG) Asthma","KEGG_ASTHMA","NONE",0.0413,0.441,0.659,0.788
"(PID) Circadian rhythm pathway","PID_CIRCADIAN_PATHWAY","NONE",0.00814,0.44,0.66,0.788
"(KEGG) Progesterone-mediated oocyte maturation","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","NONE",-0.00578,-0.437,0.662,0.789
"(BioCarta) AKAP95 role in mitosis and chromosome dynamics","BIOCARTA_AKAP95_PATHWAY","NONE",0.00706,0.437,0.662,0.789
"(Reactome) Kinesins","REACTOME_KINESINS","NONE",0.00863,0.437,0.662,0.789
"(KEGG) Glioma","KEGG_GLIOMA","NONE",0.00321,0.432,0.666,0.791
"(Reactome) Other semaphorin interactions","REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","NONE",0.0114,0.432,0.666,0.791
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","NONE",0.00445,0.431,0.666,0.791
"(Reactome) SHC-mediated signalling","REACTOME_SHC_MEDIATED_SIGNALLING","NONE",-0.00461,-0.426,0.67,0.795
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",0.00876,0.422,0.673,0.797
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",-0.00552,-0.42,0.675,0.799
"(Reactome) Meiosis","REACTOME_MEIOSIS","NONE",0.00613,0.414,0.679,0.803
"(Reactome) O-linked glycosylation of mucins","REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS","NONE",-0.00706,-0.41,0.682,0.806
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",0.00671,0.407,0.684,0.807
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.00333,-0.406,0.685,0.808
"(Reactome) Nuclear signaling by ERBB4","REACTOME_NUCLEAR_SIGNALING_BY_ERBB4","NONE",-0.00482,-0.398,0.691,0.814
"(Reactome) Intrinsic Pathway","REACTOME_INTRINSIC_PATHWAY","NONE",0.0127,0.397,0.691,0.814
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",-0.00533,-0.393,0.694,0.816
"(KEGG) Vibrio cholerae infection","KEGG_VIBRIO_CHOLERAE_INFECTION","NONE",-0.00338,-0.389,0.698,0.817
"(SigmaAldrich) The TrkA receptor binds nerve growth factor to activate MAP kinase pathways and promote cell growth.","SA_TRKA_RECEPTOR","NONE",0.00919,0.388,0.698,0.817
"(BioCarta) Phosphoinositides and their downstream targets.","BIOCARTA_PTDINS_PATHWAY","NONE",-0.00609,-0.388,0.698,0.817
"(PID) PLK1 signaling events","PID_PLK1_PATHWAY","NONE",-0.00463,-0.388,0.698,0.817
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",0.00898,0.387,0.699,0.817
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",0.00752,0.384,0.701,0.819
"(PID) Beta3 integrin cell surface interactions","PID_INTEGRIN3_PATHWAY","NONE",-0.00818,-0.381,0.703,0.821
"(Reactome) G0 and Early G1","REACTOME_G0_AND_EARLY_G1","NONE",-0.00571,-0.376,0.707,0.824
"(Reactome) p75NTR recruits signalling complexes","REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES","NONE",0.00728,0.37,0.711,0.827
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",-0.00314,-0.37,0.711,0.827
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",-0.00504,-0.369,0.712,0.827
"(Reactome) Chondroitin sulfate biosynthesis","REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","NONE",0.0117,0.369,0.713,0.827
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",0.00416,0.369,0.713,0.827
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0038,-0.362,0.717,0.831
"(BioCarta) CBL mediated ligand-induced downregulation of EGF receptors","BIOCARTA_CBL_PATHWAY","NONE",0.00818,0.362,0.718,0.831
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",-0.0078,-0.359,0.72,0.832
"(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex","REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","NONE",-0.00458,-0.353,0.724,0.836
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",0.00551,0.352,0.725,0.836
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.00611,0.349,0.727,0.836
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",-0.00248,-0.349,0.728,0.836
"(KEGG) Cytokine-cytokine receptor interaction","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","NONE",0.00669,0.348,0.728,0.836
"(KEGG) PPAR signaling pathway","KEGG_PPAR_SIGNALING_PATHWAY","NONE",-0.00673,-0.348,0.728,0.836
"(PID) TRAIL signaling pathway","PID_TRAIL_PATHWAY","NONE",0.00423,0.348,0.728,0.836
"(Reactome) DARPP-32 events","REACTOME_DARPP_32_EVENTS","NONE",0.00347,0.346,0.73,0.837
"(BioCarta) Telomeres, Telomerase, Cellular Aging, and Immortality","BIOCARTA_TEL_PATHWAY","NONE",0.00486,0.337,0.736,0.843
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","NONE",-0.00514,-0.337,0.736,0.843
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","NONE",0.0102,0.333,0.74,0.846
"(Reactome) PTM: gamma carboxylation, hypusine formation and arylsulfatase activation","REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","NONE",-0.00639,-0.331,0.741,0.846
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",0.00371,0.331,0.741,0.846
"(Reactome) cGMP effects","REACTOME_CGMP_EFFECTS","NONE",0.00727,0.327,0.744,0.849
"(Reactome) Signalling to RAS","REACTOME_SIGNALLING_TO_RAS","NONE",0.00356,0.324,0.746,0.849
"(BioCarta) Complement Pathway","BIOCARTA_COMP_PATHWAY","NONE",0.0299,0.323,0.747,0.849
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",0.00386,0.323,0.747,0.849
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",-0.00658,-0.323,0.747,0.849
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",-0.00289,-0.32,0.749,0.849
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",-0.00283,-0.319,0.75,0.849
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","NONE",-0.00497,-0.319,0.75,0.849
"(Reactome) Regulation of Insulin Secretion by Acetylcholine","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE","NONE",-0.00623,-0.319,0.75,0.849
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",-0.00879,-0.318,0.75,0.849
"(PID) EPHA2 forward signaling","PID_EPHA2_FWD_PATHWAY","NONE",0.00365,0.316,0.752,0.85
"(Reactome) Synthesis of PE","REACTOME_SYNTHESIS_OF_PE","NONE",-0.00588,-0.311,0.756,0.853
"(BioCarta) Trka Receptor Signaling Pathway","BIOCARTA_TRKA_PATHWAY","NONE",-0.00531,-0.31,0.756,0.853
"(Reactome) Acyl chain remodelling of PE","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE","NONE",-0.00775,-0.309,0.758,0.853
"(Reactome) Signal regulatory protein (SIRP) family interactions","REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS","NONE",-0.0102,-0.305,0.76,0.856
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",0.00428,0.301,0.763,0.858
"(KEGG) Steroid biosynthesis","KEGG_STEROID_BIOSYNTHESIS","NONE",0.0113,0.297,0.766,0.86
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","NONE",0.00327,0.297,0.767,0.86
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",-0.005,-0.295,0.768,0.861
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","NONE",-0.00736,-0.292,0.77,0.863
"(BioCarta) Selective expression of chemokine receptors during T-cell polarization","BIOCARTA_NKT_PATHWAY","NONE",0.0138,0.287,0.774,0.865
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",0.00597,0.286,0.775,0.865
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",0.00397,0.285,0.776,0.865
"(Reactome) Regulation of beta-cell development","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","NONE",0.00731,0.285,0.776,0.865
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",-0.0055,-0.284,0.776,0.865
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",0.00563,0.284,0.777,0.865
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","NONE",0.0047,0.283,0.778,0.865
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",0.00424,0.279,0.78,0.866
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",0.00294,0.279,0.78,0.866
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",-0.00315,-0.273,0.785,0.87
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",0.00269,0.271,0.786,0.871
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",-0.00394,-0.268,0.789,0.873
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.00648,-0.267,0.789,0.873
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",0.00176,0.266,0.79,0.873
"(Reactome) Adenylate cyclase activating pathway","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY","NONE",0.00615,0.263,0.792,0.875
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",0.00271,0.262,0.794,0.875
"(KEGG) Neuroactive ligand-receptor interaction","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","NONE",-0.00626,-0.259,0.795,0.876
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.0033,0.259,0.796,0.876
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",0.00716,0.258,0.797,0.876
"(KEGG) RIG-I-like receptor signaling pathway","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.00295,0.256,0.798,0.877
"(Reactome) Chromosome Maintenance","REACTOME_CHROMOSOME_MAINTENANCE","NONE",0.00294,0.255,0.799,0.877
"(KEGG) Graft-versus-host disease","KEGG_GRAFT_VERSUS_HOST_DISEASE","NONE",0.0189,0.251,0.802,0.879
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","NONE",0.0124,0.249,0.804,0.88
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",0.00409,0.247,0.805,0.881
"(Reactome) Cell death signalling via NRAGE, NRIF and NADE","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","NONE",-0.00311,-0.246,0.806,0.881
"(Reactome) GABA receptor activation","REACTOME_GABA_RECEPTOR_ACTIVATION","NONE",0.00622,0.246,0.806,0.881
"(Reactome) Thrombin signalling through proteinase activated receptors (PARs)","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","NONE",-0.00324,-0.244,0.808,0.881
"(Reactome) Interferon gamma signaling","REACTOME_INTERFERON_GAMMA_SIGNALING","NONE",-0.0102,-0.24,0.81,0.883
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",-0.00306,-0.24,0.811,0.883
"(Reactome) Negative regulators of RIG-I/MDA5 signaling","REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING","NONE",-0.00381,-0.239,0.811,0.883
"(Reactome) Cytokine Signaling in Immune system","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","NONE",-0.00368,-0.236,0.813,0.884
"(PID) C-MYC pathway","PID_MYC_PATHWAY","NONE",-0.00249,-0.227,0.82,0.89
"(Reactome) Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION","NONE",0.00687,0.227,0.821,0.89
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",0.00284,0.226,0.821,0.89
"(KEGG) Allograft rejection","KEGG_ALLOGRAFT_REJECTION","NONE",0.0161,0.225,0.822,0.89
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.00244,-0.224,0.823,0.89
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",-0.00406,-0.223,0.824,0.891
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",0.00231,0.211,0.833,0.9
"(KEGG) Autoimmune thyroid disease","KEGG_AUTOIMMUNE_THYROID_DISEASE","NONE",0.014,0.21,0.834,0.9
"(PID) SHP2 signaling","PID_SHP2_PATHWAY","NONE",0.00274,0.208,0.835,0.9
"(KEGG) Regulation of autophagy","KEGG_REGULATION_OF_AUTOPHAGY","NONE",0.00383,0.206,0.837,0.902
"(Reactome) Amine ligand-binding receptors","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS","NONE",0.00984,0.203,0.839,0.903
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",0.00383,0.192,0.848,0.911
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",-0.00227,-0.189,0.85,0.912
"(Reactome) Nitric oxide stimulates guanylate cyclase","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","NONE",-0.00424,-0.189,0.85,0.912
"(PID) TCR signaling in na&#xef;ve CD4+ T cells","PID_TCR_PATHWAY","NONE",0.00253,0.186,0.852,0.914
"(KEGG) Bladder cancer","KEGG_BLADDER_CANCER","NONE",0.00196,0.185,0.853,0.914
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",0.00226,0.184,0.854,0.914
"(PID) Calcium signaling in the CD4+ TCR pathway","PID_TCR_CALCIUM_PATHWAY","NONE",-0.00498,-0.18,0.857,0.916
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",-0.00387,-0.18,0.857,0.916
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",0.00159,0.175,0.861,0.919
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",-0.00227,-0.174,0.862,0.919
"(Reactome) Voltage gated Potassium channels","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","NONE",-0.00934,-0.172,0.864,0.92
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",-0.0025,-0.171,0.864,0.92
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",0.00292,0.166,0.868,0.923
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","NONE",0.00357,0.161,0.872,0.927
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","NONE",0.00145,0.16,0.873,0.927
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","NONE",0.00258,0.154,0.878,0.929
"(PID) HIF-1-alpha transcription factor network","PID_HIF1_TFPATHWAY","NONE",0.00437,0.154,0.878,0.929
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","NONE",0.00404,0.153,0.878,0.929
"(PID) Beta1 integrin cell surface interactions","PID_INTEGRIN1_PATHWAY","NONE",-0.00309,-0.152,0.879,0.929
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",-0.00196,-0.152,0.879,0.929
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","NONE",0.00152,0.15,0.881,0.93
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",0.00212,0.142,0.887,0.936
"(KEGG) Hematopoietic cell lineage","KEGG_HEMATOPOIETIC_CELL_LINEAGE","NONE",-0.00508,-0.138,0.891,0.936
"(KEGG) Circadian rhythm - mammal","KEGG_CIRCADIAN_RHYTHM_MAMMAL","NONE",0.00332,0.137,0.891,0.936
"(KEGG) O-Glycan biosynthesis","KEGG_O_GLYCAN_BIOSYNTHESIS","NONE",0.00267,0.137,0.891,0.936
"(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin","BIOCARTA_NDKDYNAMIN_PATHWAY","NONE",0.00281,0.137,0.891,0.936
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",0.00171,0.136,0.892,0.936
"(PID) Endogenous TLR signaling","PID_TOLL_ENDOGENOUS_PATHWAY","NONE",-0.00678,-0.135,0.892,0.936
"(BioCarta) Protein Kinase A at the Centrosome","BIOCARTA_AKAPCENTROSOME_PATHWAY","NONE",-0.00258,-0.134,0.894,0.936
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",-0.00226,-0.133,0.894,0.936
"(Reactome) Potassium Channels","REACTOME_POTASSIUM_CHANNELS","NONE",0.00476,0.132,0.895,0.936
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",0.00201,0.131,0.896,0.936
"(PID) Syndecan-2-mediated signaling events","PID_SYNDECAN_2_PATHWAY","NONE",0.00124,0.13,0.897,0.936
"(Reactome) Sphingolipid metabolism","REACTOME_SPHINGOLIPID_METABOLISM","NONE",-0.00176,-0.129,0.897,0.936
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",-0.00139,-0.125,0.901,0.939
"(Reactome) Formation of Fibrin Clot (Clotting Cascade)","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","NONE",-0.00258,-0.117,0.907,0.944
"(Reactome) Deposition of New CENPA-containing Nucleosomes at the Centromere","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","NONE",0.00268,0.116,0.908,0.944
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",0.00183,0.115,0.909,0.944
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",-0.00281,-0.114,0.909,0.944
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","NONE",-0.00279,-0.114,0.91,0.944
"(KEGG) Long-term depression","KEGG_LONG_TERM_DEPRESSION","NONE",0.00126,0.112,0.911,0.945
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",0.00132,0.109,0.913,0.946
"(Reactome) Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","NONE",-0.0014,-0.106,0.916,0.947
