"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Neurotrophin signaling pathway","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","NONE",0.0211,0.823,0.44,0.531
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",0.0296,0.815,0.444,0.536
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",0.015,0.81,0.447,0.539
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",0.0553,0.806,0.449,0.541
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.0151,-0.804,0.45,0.541
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",-0.0296,-0.798,0.453,0.545
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","NONE",0.0898,0.795,0.455,0.546
"(PID) Sphingosine 1-phosphate (S1P) pathway","PID_S1P_META_PATHWAY","NONE",0.0443,0.793,0.456,0.547
"(BioCarta) IGF-1 Signaling Pathway","BIOCARTA_IGF1_PATHWAY","NONE",0.0322,0.788,0.459,0.549
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",-0.0226,-0.788,0.459,0.549
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",-0.022,-0.786,0.46,0.549
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",0.0291,0.786,0.46,0.549
"(KEGG) TGF-beta signaling pathway","KEGG_TGF_BETA_SIGNALING_PATHWAY","NONE",-0.0334,-0.782,0.462,0.551
"(BioCarta) CD40L Signaling Pathway","BIOCARTA_CD40_PATHWAY","NONE",-0.0442,-0.78,0.463,0.552
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",0.0215,0.78,0.463,0.552
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","NONE",-0.0216,-0.775,0.466,0.554
"(KEGG) Galactose metabolism","KEGG_GALACTOSE_METABOLISM","NONE",-0.0595,-0.769,0.469,0.557
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","NONE",0.0205,0.745,0.482,0.573
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.0204,-0.735,0.488,0.578
"(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","BIOCARTA_PPARA_PATHWAY","NONE",-0.0231,-0.735,0.488,0.578
"(BioCarta) Acute Myocardial Infarction","BIOCARTA_AMI_PATHWAY","NONE",0.0367,0.731,0.49,0.58
"(Reactome) MyD88:Mal cascade initiated on plasma membrane","REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","NONE",0.015,0.73,0.491,0.58
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",0.0186,0.721,0.496,0.585
"(KEGG) Amino sugar and nucleotide sugar metabolism","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","NONE",-0.0311,-0.718,0.498,0.587
"(Signaling Gateway) Genes related to the insulin receptor pathway","SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","NONE",0.0186,0.705,0.506,0.596
"(BioCarta) Corticosteroids and cardioprotection","BIOCARTA_GCR_PATHWAY","NONE",0.0285,0.699,0.509,0.599
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",-0.0163,-0.698,0.51,0.599
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",-0.0514,-0.697,0.51,0.599
"(Reactome) GPCR downstream signaling","REACTOME_GPCR_DOWNSTREAM_SIGNALING","NONE",0.0217,0.691,0.514,0.602
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.0216,0.68,0.52,0.609
"(Reactome) Signaling by NODAL","REACTOME_SIGNALING_BY_NODAL","NONE",0.0381,0.677,0.522,0.611
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",-0.0349,-0.674,0.523,0.612
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",-0.0383,-0.673,0.524,0.613
"(BioCarta) EGF Signaling Pathway","BIOCARTA_EGF_PATHWAY","NONE",0.0145,0.663,0.53,0.619
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","NONE",0.0145,0.657,0.534,0.623
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","NONE",-0.0116,-0.651,0.538,0.626
"(KEGG) Vibrio cholerae infection","KEGG_VIBRIO_CHOLERAE_INFECTION","NONE",0.021,0.629,0.551,0.641
"(BioCarta) Intrinsic Prothrombin Activation Pathway","BIOCARTA_INTRINSIC_PATHWAY","NONE",-0.0148,-0.627,0.552,0.641
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",0.0636,0.619,0.557,0.647
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.0201,0.611,0.562,0.652
"(KEGG) Proteasome","KEGG_PROTEASOME","NONE",0.0267,0.595,0.572,0.663
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",0.0103,0.594,0.573,0.663
"(KEGG) Oxidative phosphorylation","KEGG_OXIDATIVE_PHOSPHORYLATION","NONE",-0.0519,-0.59,0.575,0.665
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",-0.0189,-0.584,0.579,0.669
"(BioCarta) T Cell Receptor Signaling Pathway","BIOCARTA_TCR_PATHWAY","NONE",-0.018,-0.58,0.582,0.671
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",0.0323,0.578,0.583,0.672
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","NONE",-0.0267,-0.577,0.583,0.672
"(KEGG) Tight junction","KEGG_TIGHT_JUNCTION","NONE",-0.0125,-0.575,0.585,0.673
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.0141,-0.574,0.586,0.673
"(Reactome) Signaling by Rho GTPases","REACTOME_SIGNALING_BY_RHO_GTPASES","NONE",0.0145,0.573,0.586,0.673
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",0.0186,0.571,0.587,0.674
"(PID) FoxO family signaling","PID_FOXO_PATHWAY","NONE",0.0222,0.563,0.592,0.679
"(PID) IL3-mediated signaling events","PID_IL3_PATHWAY","NONE",0.011,0.56,0.594,0.679
"(Reactome) The citric acid (TCA) cycle and respiratory electron transport","REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","NONE",-0.0558,-0.56,0.594,0.679
"(Reactome) Metabolism of porphyrins","REACTOME_METABOLISM_OF_PORPHYRINS","NONE",0.051,0.559,0.595,0.679
"(PID) Regulation of Telomerase","PID_TELOMERASE_PATHWAY","NONE",-0.00944,-0.55,0.601,0.686
"(PID) Insulin Pathway","PID_INSULIN_PATHWAY","NONE",-0.00908,-0.549,0.601,0.686
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",0.0113,0.546,0.604,0.687
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",0.0288,0.543,0.605,0.689
"(Reactome) Phase II conjugation","REACTOME_PHASE_II_CONJUGATION","NONE",0.0279,0.539,0.608,0.691
"(Reactome) G alpha (s) signalling events","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","NONE",-0.0223,-0.535,0.61,0.693
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",0.0175,0.531,0.613,0.695
"(SigmaAldrich) The TrkA receptor binds nerve growth factor to activate MAP kinase pathways and promote cell growth.","SA_TRKA_RECEPTOR","NONE",-0.0146,-0.53,0.614,0.695
"(Reactome) Destabilization of mRNA by KSRP","REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP","NONE",-0.0109,-0.53,0.614,0.695
"(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","NABA_CORE_MATRISOME","NONE",-0.013,-0.529,0.614,0.695
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","NONE",0.0211,0.525,0.617,0.697
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",0.0119,0.513,0.625,0.705
"(KEGG) Alanine, aspartate and glutamate metabolism","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","NONE",0.0293,0.512,0.626,0.705
"(Reactome) Cyclin A/B1 associated events during G2/M transition","REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","NONE",0.0119,0.508,0.629,0.708
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","NONE",0.011,0.501,0.633,0.711
"(Reactome) RNA Polymerase II Transcription","REACTOME_RNA_POL_II_TRANSCRIPTION","NONE",-0.0118,-0.501,0.633,0.711
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.017,-0.501,0.633,0.711
"(Reactome) Cross-presentation of soluble exogenous antigens (endosomes)","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","NONE",0.0224,0.499,0.634,0.711
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",0.0339,0.491,0.64,0.716
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",0.0227,0.491,0.64,0.716
"(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","NONE",-0.0143,-0.487,0.643,0.719
"(BioCarta) HIV-I Nef: negative effector of Fas and TNF","BIOCARTA_HIVNEF_PATHWAY","NONE",0.0139,0.479,0.648,0.724
"(Reactome) Diabetes pathways","REACTOME_DIABETES_PATHWAYS","NONE",0.00916,0.476,0.65,0.725
"(Reactome) Chondroitin sulfate biosynthesis","REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","NONE",0.027,0.468,0.656,0.731
"(Reactome) JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","NONE",0.0239,0.465,0.657,0.732
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",-0.0085,-0.462,0.659,0.733
"(Reactome) Respiratory electron transport","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","NONE",-0.0502,-0.461,0.66,0.733
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",0.0176,0.453,0.666,0.739
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.00799,-0.442,0.673,0.746
"(PID) EPHA2 forward signaling","PID_EPHA2_FWD_PATHWAY","NONE",-0.0112,-0.435,0.678,0.751
"(PID) PDGFR-alpha signaling pathway","PID_PDGFRA_PATHWAY","NONE",-0.0125,-0.431,0.68,0.753
"(STKE) G alpha i Pathway","ST_G_ALPHA_I_PATHWAY","NONE",-0.00946,-0.426,0.684,0.757
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",0.0115,0.422,0.686,0.759
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",0.0083,0.411,0.694,0.766
"(Reactome) CDT1 association with the CDC6:ORC:origin complex","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","NONE",-0.0151,-0.406,0.698,0.77
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",-0.0114,-0.4,0.702,0.774
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",-0.00974,-0.397,0.704,0.775
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",-0.0367,-0.392,0.708,0.779
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",-0.00798,-0.389,0.71,0.78
"(Reactome) Voltage gated Potassium channels","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","NONE",-0.0214,-0.387,0.712,0.78
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",-0.0546,-0.386,0.712,0.78
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","NONE",0.0205,0.385,0.713,0.78
"(Reactome) Striated Muscle Contraction","REACTOME_STRIATED_MUSCLE_CONTRACTION","NONE",0.0109,0.384,0.713,0.78
"(BioCarta) Proteasome Complex","BIOCARTA_PROTEASOME_PATHWAY","NONE",0.0184,0.38,0.716,0.783
"(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin","BIOCARTA_NDKDYNAMIN_PATHWAY","NONE",0.013,0.376,0.719,0.785
"(STKE) Wnt/Ca2+/cyclic GMP signaling.","ST_WNT_CA2_CYCLIC_GMP_PATHWAY","NONE",0.0106,0.376,0.719,0.785
"(KEGG) Homologous recombination","KEGG_HOMOLOGOUS_RECOMBINATION","NONE",0.0109,0.373,0.721,0.786
"(PID) DNA-PK pathway in nonhomologous end joining","PID_DNA_PK_PATHWAY","NONE",0.0126,0.372,0.722,0.786
"(Reactome) Homologous recombination repair of replication-independent double-strand breaks","REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","NONE",-0.0102,-0.37,0.724,0.787
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",-0.0105,-0.368,0.725,0.787
"(Reactome) Metabolism of amino acids and derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","NONE",0.0173,0.367,0.725,0.787
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",0.0105,0.367,0.725,0.787
"(PID) Stabilization and expansion of the E-cadherin adherens junction","PID_ECADHERIN_STABILIZATION_PATHWAY","NONE",-0.0139,-0.365,0.726,0.787
"(BioCarta) Vitamin C in the Brain","BIOCARTA_VITCB_PATHWAY","NONE",0.0147,0.357,0.732,0.793
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",0.0212,0.354,0.734,0.794
"(KEGG) Alzheimer's disease","KEGG_ALZHEIMERS_DISEASE","NONE",-0.0202,-0.354,0.735,0.794
"(KEGG) Pantothenate and CoA biosynthesis","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","NONE",-0.0256,-0.352,0.736,0.795
"(BioCarta) WNT Signaling Pathway","BIOCARTA_WNT_PATHWAY","NONE",0.0172,0.35,0.737,0.795
"(Reactome) Destabilization of mRNA by AUF1 (hnRNP D0)","REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0","NONE",-0.0179,-0.349,0.738,0.795
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","NONE",-0.00719,-0.349,0.739,0.795
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",0.00614,0.347,0.739,0.795
"(Reactome) Signaling by GPCR","REACTOME_SIGNALING_BY_GPCR","NONE",0.00874,0.342,0.743,0.799
"(Reactome) Notch-HLH transcription pathway","REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY","NONE",0.0143,0.34,0.744,0.799
"(KEGG) Non-homologous end-joining","KEGG_NON_HOMOLOGOUS_END_JOINING","NONE",0.00916,0.332,0.75,0.805
"(PID) Alpha6 beta4 integrin-ligand interactions","PID_INTEGRIN4_PATHWAY","NONE",0.0219,0.32,0.759,0.813
"(KEGG) Neuroactive ligand-receptor interaction","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","NONE",-0.0193,-0.316,0.762,0.816
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",-0.00604,-0.312,0.765,0.818
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",0.027,0.309,0.767,0.819
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",-0.0129,-0.306,0.769,0.821
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",0.00776,0.304,0.771,0.822
"(Reactome) PI-3K cascade","REACTOME_PI_3K_CASCADE","NONE",0.013,0.297,0.775,0.826
"(Reactome) Vif-mediated degradation of APOBEC3G","REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","NONE",0.0139,0.292,0.779,0.83
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",-0.00692,-0.29,0.781,0.83
"(PID) Caspase cascade in apoptosis","PID_CASPASE_PATHWAY","NONE",0.00669,0.283,0.786,0.835
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",-0.00672,-0.283,0.786,0.835
"(BioCarta) Signaling Pathway from G-Protein Families","BIOCARTA_GPCR_PATHWAY","NONE",-0.00928,-0.281,0.788,0.835
"(Reactome) RNA Polymerase I Transcription Initiation","REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","NONE",-0.00702,-0.273,0.793,0.84
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","NONE",-0.00809,-0.273,0.794,0.84
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",-0.00887,-0.271,0.795,0.84
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",0.00514,0.271,0.795,0.84
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",-0.00669,-0.27,0.796,0.84
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.00816,0.265,0.799,0.843
"(Reactome) Toll Receptor Cascades","REACTOME_TOLL_RECEPTOR_CASCADES","NONE",-0.00467,-0.263,0.801,0.844
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","NONE",-0.00825,-0.257,0.805,0.847
"(Reactome) p53-Dependent G1 DNA Damage Response","REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE","NONE",-0.0116,-0.253,0.808,0.85
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",0.0057,0.248,0.812,0.853
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",-0.00591,-0.236,0.821,0.862
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","NONE",-0.00418,-0.225,0.829,0.869
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",0.00464,0.223,0.831,0.87
"(Reactome) SCF-beta-TrCP mediated degradation of Emi1","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","NONE",0.00863,0.215,0.837,0.875
"(PID) Aurora A signaling","PID_AURORA_A_PATHWAY","NONE",0.00567,0.214,0.837,0.875
"(Reactome) Autodegradation of the E3 ubiquitin ligase COP1","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1","NONE",-0.00935,-0.21,0.84,0.878
"(KEGG) Lysine degradation","KEGG_LYSINE_DEGRADATION","NONE",0.00607,0.205,0.844,0.881
"(PID) Signaling events mediated by focal adhesion kinase","PID_FAK_PATHWAY","NONE",-0.00834,-0.2,0.848,0.884
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",-0.0207,-0.198,0.849,0.885
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",-0.0276,-0.192,0.854,0.888
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","NONE",0.00653,0.187,0.857,0.891
"(Reactome) Transferrin endocytosis and recycling","REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING","NONE",-0.00473,-0.186,0.858,0.891
"(Reactome) PTM: gamma carboxylation, hypusine formation and arylsulfatase activation","REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","NONE",-0.00471,-0.178,0.864,0.896
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",0.00502,0.178,0.865,0.896
"(Reactome) Nuclear signaling by ERBB4","REACTOME_NUCLEAR_SIGNALING_BY_ERBB4","NONE",-0.00394,-0.175,0.866,0.898
"(BioCarta) AKT Signaling Pathway","BIOCARTA_AKT_PATHWAY","NONE",0.0174,0.174,0.867,0.898
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",-0.00298,-0.172,0.869,0.898
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",0.00923,0.162,0.876,0.905
"(KEGG) Parkinson's disease","KEGG_PARKINSONS_DISEASE","NONE",-0.0135,-0.161,0.877,0.905
"(Reactome) GABA synthesis, release, reuptake and degradation","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","NONE",-0.00746,-0.149,0.886,0.914
"(Reactome) Asparagine N-linked glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","NONE",0.00377,0.147,0.888,0.914
"(PID) Netrin-mediated signaling events","PID_NETRIN_PATHWAY","NONE",-0.00442,-0.139,0.894,0.92
"(Reactome) Transport of vitamins, nucleosides, and related molecules","REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","NONE",0.00395,0.133,0.898,0.923
"(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","BIOCARTA_MYOSIN_PATHWAY","NONE",0.00324,0.121,0.907,0.932
"(Reactome) Adenylate cyclase inhibitory pathway","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY","NONE",0.00962,0.119,0.909,0.933
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",0.00201,0.118,0.91,0.933
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",-0.00305,-0.114,0.912,0.935
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.00253,-0.104,0.92,0.942
"(BioCarta) The 4-1BB-dependent immune response","BIOCARTA_41BB_PATHWAY","NONE",0.00817,0.101,0.922,0.942
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","NONE",0.00224,0.101,0.922,0.942
"(Reactome) CDK-mediated phosphorylation and removal of Cdc6","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","NONE",-0.00447,-0.101,0.923,0.942
"(BioCarta) Toll-Like Receptor Pathway","BIOCARTA_TOLL_PATHWAY","NONE",-0.00373,-0.0964,0.926,0.945
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",-0.00345,-0.0932,0.929,0.946
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.00722,0.092,0.929,0.946
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",0.00199,0.0702,0.946,0.962
"(Reactome) p53-Independent G1/S DNA damage checkpoint","REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT","NONE",-0.00324,-0.0677,0.948,0.963
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",-0.00148,-0.065,0.95,0.964
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",-0.00353,-0.065,0.95,0.964
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",-0.00133,-0.0636,0.951,0.964
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",0.00122,0.0612,0.953,0.965
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",-0.00217,-0.0567,0.957,0.968
"(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","NONE",0.00122,0.0534,0.959,0.969
"(Reactome) Double-Strand Break Repair","REACTOME_DOUBLE_STRAND_BREAK_REPAIR","NONE",0.00155,0.0431,0.967,0.976
"(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C","REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","NONE",-0.0015,-0.0423,0.968,0.976
"(PID) Osteopontin-mediated events","PID_AVB3_OPN_PATHWAY","NONE",-0.00186,-0.0402,0.969,0.977
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",0.00162,0.037,0.972,0.979
