"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Nitric oxide stimulates guanylate cyclase","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","NONE",0.0145,0.709,0.497,0.601
"(BioCarta) Proteasome Complex","BIOCARTA_PROTEASOME_PATHWAY","NONE",-0.0201,-0.705,0.499,0.603
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",-0.0171,-0.697,0.504,0.609
"(PID) PAR4-mediated thrombin signaling events","PID_THROMBIN_PAR4_PATHWAY","NONE",-0.0203,-0.692,0.507,0.611
"(Reactome) RNA Polymerase III Transcription Initiation From Type 3 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","NONE",-0.0243,-0.69,0.508,0.612
"(KEGG) Parkinson's disease","KEGG_PARKINSONS_DISEASE","NONE",-0.0153,-0.689,0.509,0.612
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","NONE",0.0156,0.689,0.509,0.612
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","NONE",-0.0244,-0.686,0.511,0.613
"(Reactome) Transcription","REACTOME_TRANSCRIPTION","NONE",-0.0193,-0.684,0.512,0.614
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",-0.0153,-0.677,0.516,0.618
"(STKE) G alpha 13 Pathway","ST_GA13_PATHWAY","NONE",-0.0274,-0.675,0.517,0.618
"(Reactome) TRAF6 mediated induction of TAK1 complex","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX","NONE",0.016,0.675,0.517,0.618
"(Reactome) Formation of RNA Pol II elongation complex ","REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","NONE",0.0224,0.67,0.52,0.621
"(Reactome) p53-Dependent G1 DNA Damage Response","REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE","NONE",-0.0178,-0.665,0.523,0.624
"(Reactome) Metabolism of polyamines","REACTOME_METABOLISM_OF_POLYAMINES","NONE",0.0262,0.657,0.528,0.629
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",-0.0152,-0.647,0.534,0.636
"(Reactome) Downregulation of SMAD2/3:SMAD4 transcriptional activity","REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","NONE",-0.0197,-0.638,0.54,0.642
"(Reactome) Activation of Kainate Receptors upon glutamate binding","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","NONE",0.0169,0.635,0.542,0.643
"(BioCarta) AKAP95 role in mitosis and chromosome dynamics","BIOCARTA_AKAP95_PATHWAY","NONE",0.0307,0.633,0.543,0.644
"(BioCarta) Role of BRCA1, BRCA2 and ATR in Cancer Susceptibility","BIOCARTA_ATRBRCA_PATHWAY","NONE",-0.0164,-0.632,0.543,0.644
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",0.0207,0.628,0.546,0.647
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",-0.0154,-0.627,0.547,0.647
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",0.0212,0.622,0.55,0.65
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","NONE",0.0139,0.619,0.552,0.651
"(Reactome) Muscle contraction","REACTOME_MUSCLE_CONTRACTION","NONE",0.0176,0.614,0.555,0.654
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","NONE",0.0132,0.613,0.555,0.654
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",0.0174,0.609,0.558,0.657
"(Reactome) RNA Polymerase III Transcription Termination","REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","NONE",-0.0237,-0.604,0.561,0.659
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",-0.0134,-0.603,0.562,0.66
"(KEGG) RNA degradation","KEGG_RNA_DEGRADATION","NONE",-0.0173,-0.6,0.564,0.661
"(PID) AP-1 transcription factor network","PID_AP1_PATHWAY","NONE",0.0158,0.595,0.567,0.665
"(KEGG) Focal adhesion","KEGG_FOCAL_ADHESION","NONE",-0.0137,-0.593,0.568,0.665
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","NONE",0.0162,0.59,0.57,0.667
"(Reactome) Neuronal System","REACTOME_NEURONAL_SYSTEM","NONE",0.0123,0.586,0.572,0.669
"(BioCarta) Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle","BIOCARTA_PTC1_PATHWAY","NONE",0.0164,0.585,0.573,0.669
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.0128,0.582,0.575,0.671
"(PID) IL2 signaling events mediated by STAT5","PID_IL2_STAT5_PATHWAY","NONE",0.0146,0.581,0.576,0.671
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.0169,-0.579,0.577,0.671
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",0.0126,0.579,0.577,0.671
"(BioCarta) Growth Hormone Signaling Pathway","BIOCARTA_GH_PATHWAY","NONE",0.0116,0.574,0.581,0.674
"(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","NONE",-0.0154,-0.573,0.581,0.674
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","NONE",-0.0147,-0.566,0.585,0.678
"(Reactome) Thrombin signalling through proteinase activated receptors (PARs)","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","NONE",-0.0192,-0.564,0.587,0.679
"(Reactome) GRB2 events in ERBB2 signaling","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0171,0.562,0.588,0.68
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",0.0136,0.554,0.593,0.685
"(Reactome) Lysosome Vesicle Biogenesis","REACTOME_LYSOSOME_VESICLE_BIOGENESIS","NONE",-0.0153,-0.553,0.594,0.686
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","NONE",-0.0124,-0.55,0.596,0.687
"(KEGG) Dorso-ventral axis formation","KEGG_DORSO_VENTRAL_AXIS_FORMATION","NONE",0.0213,0.548,0.597,0.688
"(STKE) Adrenergic Pathway","ST_ADRENERGIC","NONE",-0.0116,-0.545,0.599,0.689
"(Reactome) Post-translational protein modification","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","NONE",-0.0174,-0.543,0.601,0.691
"(Reactome) Hyaluronan metabolism","REACTOME_HYALURONAN_METABOLISM","NONE",0.0136,0.536,0.605,0.695
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","NONE",-0.0142,-0.529,0.61,0.699
"(Reactome) DCC mediated attractive signaling","REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","NONE",0.0116,0.529,0.61,0.699
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",-0.0177,-0.528,0.611,0.699
"(Reactome) G alpha (s) signalling events","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","NONE",-0.0147,-0.525,0.612,0.7
"(BioCarta) VEGF, Hypoxia, and Angiogenesis","BIOCARTA_VEGF_PATHWAY","NONE",0.0244,0.521,0.615,0.703
"(Reactome) Thromboxane signalling through TP receptor","REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","NONE",0.0125,0.512,0.621,0.709
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",0.0147,0.497,0.632,0.72
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",0.0104,0.486,0.639,0.728
"(Reactome) GPCR downstream signaling","REACTOME_GPCR_DOWNSTREAM_SIGNALING","NONE",-0.011,-0.481,0.643,0.731
"(Reactome) Signaling by GPCR","REACTOME_SIGNALING_BY_GPCR","NONE",0.00992,0.471,0.649,0.737
"(Reactome) RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING","NONE",-0.018,-0.469,0.651,0.738
"(Reactome) Chondroitin sulfate/dermatan sulfate metabolism","REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM","NONE",0.0139,0.468,0.651,0.738
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",0.00991,0.457,0.659,0.747
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",0.012,0.454,0.661,0.748
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",0.011,0.431,0.677,0.765
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",0.0103,0.429,0.678,0.766
"(BioCarta) BCR Signaling Pathway","BIOCARTA_BCR_PATHWAY","NONE",-0.00982,-0.428,0.679,0.766
"(Reactome) Chromosome Maintenance","REACTOME_CHROMOSOME_MAINTENANCE","NONE",-0.0106,-0.427,0.68,0.766
"(Naba) Genes encoding secreted soluble factors","NABA_SECRETED_FACTORS","NONE",0.00879,0.427,0.68,0.766
"(Reactome) Synthesis of substrates in N-glycan biosythesis","REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","NONE",0.017,0.42,0.685,0.77
"(PID) Nectin adhesion pathway","PID_NECTIN_PATHWAY","NONE",0.0143,0.42,0.685,0.77
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",0.00931,0.406,0.694,0.778
"(Reactome) mRNA Processing","REACTOME_MRNA_PROCESSING","NONE",0.0117,0.405,0.695,0.778
"(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","NONE",-0.0196,-0.405,0.695,0.778
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",-0.0105,-0.405,0.695,0.778
"(PID) C-MYC pathway","PID_MYC_PATHWAY","NONE",-0.00884,-0.404,0.696,0.778
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",-0.00812,-0.401,0.698,0.778
"(Reactome) mRNA Capping","REACTOME_MRNA_CAPPING","NONE",-0.0165,-0.4,0.699,0.778
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",-0.0096,-0.399,0.7,0.778
"(Reactome) Cleavage of Growing Transcript in the Termination Region ","REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_","NONE",0.0165,0.398,0.7,0.778
"(BioCarta) Map Kinase Inactivation of SMRT Corepressor","BIOCARTA_EGFR_SMRTE_PATHWAY","NONE",0.0115,0.398,0.7,0.778
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","NONE",0.0229,0.398,0.7,0.778
"(PID) ATF-2 transcription factor network","PID_ATF2_PATHWAY","NONE",-0.00871,-0.397,0.701,0.778
"(PID) HIF-1-alpha transcription factor network","PID_HIF1_TFPATHWAY","NONE",-0.00925,-0.396,0.702,0.778
"(Reactome) HIV Infection","REACTOME_HIV_INFECTION","NONE",-0.00947,-0.395,0.702,0.778
"(PID) S1P4 pathway","PID_S1P_S1P4_PATHWAY","NONE",0.0138,0.395,0.702,0.778
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",-0.0122,-0.384,0.71,0.786
"(Reactome) N-glycan trimming in the ER and Calnexin/Calreticulin cycle","REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","NONE",0.0233,0.373,0.718,0.793
"(Reactome) RNA Polymerase II Transcription","REACTOME_RNA_POL_II_TRANSCRIPTION","NONE",0.0125,0.371,0.72,0.795
"(PID) FoxO family signaling","PID_FOXO_PATHWAY","NONE",0.00828,0.367,0.723,0.797
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","NONE",0.00803,0.366,0.723,0.797
"(PID) p73 transcription factor network","PID_P73PATHWAY","NONE",-0.0081,-0.358,0.729,0.802
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",-0.011,-0.358,0.729,0.802
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",0.00933,0.354,0.732,0.804
"(KEGG) Apoptosis","KEGG_APOPTOSIS","NONE",-0.00714,-0.348,0.736,0.808
"(Reactome) Formation of the HIV-1 Early Elongation Complex","REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","NONE",-0.0132,-0.345,0.738,0.809
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","NONE",-0.0188,-0.344,0.739,0.809
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","NONE",0.0081,0.343,0.739,0.809
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",0.0142,0.339,0.742,0.812
"(KEGG) Huntington's disease","KEGG_HUNTINGTONS_DISEASE","NONE",-0.00713,-0.337,0.744,0.812
"(KEGG) Neuroactive ligand-receptor interaction","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","NONE",0.00737,0.336,0.744,0.812
"(KEGG) Pathways in cancer","KEGG_PATHWAYS_IN_CANCER","NONE",-0.00672,-0.335,0.746,0.813
"(Reactome) Processing of Capped Intron-Containing Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","NONE",0.00969,0.333,0.747,0.814
"(PID) RhoA signaling pathway","PID_RHOA_PATHWAY","NONE",0.00723,0.329,0.75,0.815
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",0.00977,0.328,0.751,0.815
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",0.00935,0.328,0.751,0.815
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",-0.01,-0.327,0.752,0.815
"(KEGG) Cardiac muscle contraction","KEGG_CARDIAC_MUSCLE_CONTRACTION","NONE",-0.00761,-0.325,0.753,0.816
"(Reactome) Iron uptake and transport","REACTOME_IRON_UPTAKE_AND_TRANSPORT","NONE",-0.00773,-0.322,0.755,0.818
"(KEGG) Lysine degradation","KEGG_LYSINE_DEGRADATION","NONE",0.00996,0.321,0.756,0.818
"(Reactome) SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","NONE",-0.0146,-0.319,0.757,0.818
"(PID) IL6-mediated signaling events","PID_IL6_7_PATHWAY","NONE",-0.00806,-0.318,0.758,0.818
"(Reactome) Processing of Capped Intronless Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","NONE",-0.0109,-0.318,0.758,0.818
"(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle","REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","NONE",0.00991,0.313,0.762,0.821
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","NONE",0.00886,0.306,0.766,0.825
"(Reactome) Calnexin/calreticulin cycle","REACTOME_CALNEXIN_CALRETICULIN_CYCLE","NONE",-0.0173,-0.301,0.77,0.828
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",-0.0077,-0.295,0.775,0.833
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",0.00659,0.294,0.776,0.833
"(PID) FAS (CD95) signaling pathway","PID_FAS_PATHWAY","NONE",0.00801,0.29,0.779,0.835
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",0.00571,0.281,0.786,0.841
"(Reactome) NFkB and MAP kinases activation mediated by TLR4 signaling repertoire","REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE","NONE",-0.00605,-0.28,0.786,0.841
"(KEGG) Retinol metabolism","KEGG_RETINOL_METABOLISM","NONE",-0.00946,-0.277,0.788,0.843
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",0.00758,0.266,0.797,0.851
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",0.00564,0.265,0.797,0.851
"(Reactome) RNA Polymerase II Pre-transcription Events","REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS","NONE",0.00829,0.264,0.798,0.851
"(Reactome) APC-Cdc20 mediated degradation of Nek2A","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","NONE",0.00916,0.261,0.8,0.852
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",-0.00595,-0.251,0.808,0.86
"(Reactome) Purine metabolism","REACTOME_PURINE_METABOLISM","NONE",0.00576,0.234,0.82,0.872
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",-0.00509,-0.23,0.823,0.874
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","NONE",-0.00786,-0.229,0.824,0.874
"(Reactome) Gap junction trafficking","REACTOME_GAP_JUNCTION_TRAFFICKING","NONE",-0.0067,-0.229,0.825,0.874
"(Reactome) DNA Repair","REACTOME_DNA_REPAIR","NONE",-0.00593,-0.228,0.825,0.874
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",0.00773,0.223,0.829,0.876
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",-0.0063,-0.222,0.829,0.876
"(BioCarta) Multi-step Regulation of Transcription by Pitx2","BIOCARTA_PITX2_PATHWAY","NONE",0.00968,0.222,0.83,0.876
"(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","NONE",-0.00793,-0.214,0.836,0.882
"(Reactome) RNA Polymerase III Chain Elongation","REACTOME_RNA_POL_III_CHAIN_ELONGATION","NONE",-0.0086,-0.208,0.84,0.885
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",0.00544,0.191,0.853,0.899
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",0.00542,0.184,0.858,0.903
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",-0.00401,-0.176,0.864,0.909
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",0.00589,0.168,0.87,0.914
"(BioCarta) Pertussis toxin-insensitive CCR5 Signaling in Macrophage","BIOCARTA_CCR5_PATHWAY","NONE",0.00399,0.168,0.871,0.914
"(Reactome) Regulation of mitotic cell cycle","REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE","NONE",-0.00447,-0.162,0.875,0.918
"(Reactome) Signaling by SCF-KIT","REACTOME_SIGNALING_BY_SCF_KIT","NONE",0.00331,0.156,0.88,0.922
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",0.00347,0.153,0.882,0.923
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","NONE",-0.00571,-0.152,0.882,0.923
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",0.00508,0.15,0.884,0.923
"(PID) Calcium signaling in the CD4+ TCR pathway","PID_TCR_CALCIUM_PATHWAY","NONE",0.0041,0.15,0.884,0.923
"(Reactome) Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_","NONE",-0.004,-0.148,0.885,0.923
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",-0.00611,-0.143,0.889,0.926
"(Reactome) RORA Activates Circadian Expression","REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",-0.00426,-0.14,0.892,0.928
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",-0.00354,-0.136,0.895,0.93
"(STKE) Wnt/Ca2+/cyclic GMP signaling.","ST_WNT_CA2_CYCLIC_GMP_PATHWAY","NONE",-0.00485,-0.135,0.895,0.93
"(BioCarta) Rho-Selective Guanine Exchange Factor AKAP13 Mediates Stress Fiber Formation","BIOCARTA_AKAP13_PATHWAY","NONE",-0.00278,-0.13,0.899,0.934
"(Reactome) Transcription-coupled NER (TC-NER)","REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER","NONE",0.00445,0.125,0.903,0.936
"(Reactome) Class I MHC mediated antigen processing & presentation","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","NONE",0.00284,0.125,0.904,0.936
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",0.00311,0.124,0.904,0.936
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",-0.00326,-0.122,0.906,0.936
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","NONE",0.00267,0.119,0.908,0.937
"(Reactome) Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION","NONE",-0.00394,-0.119,0.908,0.937
"(KEGG) Basal transcription factors","KEGG_BASAL_TRANSCRIPTION_FACTORS","NONE",0.00265,0.111,0.914,0.942
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",-0.00224,-0.108,0.916,0.944
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.00496,0.106,0.918,0.945
"(BioCarta) Control of Gene Expression by Vitamin D Receptor","BIOCARTA_VDR_PATHWAY","NONE",0.0041,0.101,0.922,0.948
"(Reactome) activated TAK1 mediates p38 MAPK activation","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION","NONE",-0.00229,-0.0987,0.924,0.948
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","NONE",0.00234,0.0983,0.924,0.948
"(BioCarta) mTOR Signaling Pathway","BIOCARTA_MTOR_PATHWAY","NONE",0.00317,0.0969,0.925,0.949
"(Reactome) mRNA Splicing","REACTOME_MRNA_SPLICING","NONE",-0.00312,-0.0928,0.928,0.951
"(PID) ErbB2/ErbB3 signaling events","PID_ERBB2_ERBB3_PATHWAY","NONE",0.00225,0.0916,0.929,0.951
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0019,0.0901,0.93,0.951
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",-0.00324,-0.0868,0.933,0.953
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","NONE",0.00252,0.0848,0.934,0.953
"(BioCarta) Signaling of Hepatocyte Growth Factor Receptor","BIOCARTA_MET_PATHWAY","NONE",-0.00203,-0.0839,0.935,0.953
"(KEGG) Cell adhesion molecules (CAMs)","KEGG_CELL_ADHESION_MOLECULES_CAMS","NONE",0.00262,0.0833,0.936,0.953
"(Reactome) Telomere Maintenance","REACTOME_TELOMERE_MAINTENANCE","NONE",-0.00228,-0.0745,0.942,0.959
"(Reactome) Generic Transcription Pathway","REACTOME_GENERIC_TRANSCRIPTION_PATHWAY","NONE",-0.00223,-0.0729,0.944,0.96
"(Reactome) Transferrin endocytosis and recycling","REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING","NONE",0.00203,0.0679,0.947,0.963
"(Signaling Gateway) Genes related to the insulin receptor pathway","SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES","NONE",0.00142,0.0654,0.949,0.963
"(KEGG) Glyoxylate and dicarboxylate metabolism","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","NONE",-0.0015,-0.0653,0.949,0.963
"(Reactome) Integrin alphaIIb beta3 signaling","REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","NONE",0.00179,0.0616,0.952,0.965
"(Reactome) Amino acid and oligopeptide SLC transporters","REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS","NONE",-0.00161,-0.0557,0.957,0.969
"(Reactome) Deadenylation-dependent mRNA decay","REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","NONE",-0.00135,-0.0525,0.959,0.97
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.00171,-0.0509,0.961,0.97
"(Reactome) Class B/2 (Secretin family receptors)","REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","NONE",-0.00122,-0.0505,0.961,0.97
"(Reactome) Nucleotide Excision Repair","REACTOME_NUCLEOTIDE_EXCISION_REPAIR","NONE",0.00154,0.0471,0.963,0.972
"(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity","BIOCARTA_NKCELLS_PATHWAY","NONE",-0.00142,-0.0458,0.965,0.972
