"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","NONE",0.0198,0.827,0.431,0.52
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",0.0194,0.827,0.431,0.52
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",-0.0526,-0.826,0.432,0.52
"(KEGG) Inositol phosphate metabolism","KEGG_INOSITOL_PHOSPHATE_METABOLISM","NONE",-0.0271,-0.826,0.432,0.52
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",0.0202,0.821,0.435,0.522
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",-0.0274,-0.817,0.436,0.524
"(KEGG) Amino sugar and nucleotide sugar metabolism","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","NONE",-0.0187,-0.812,0.439,0.527
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.0216,-0.812,0.439,0.527
"(BioCarta) PTEN dependent cell cycle arrest and apoptosis","BIOCARTA_PTEN_PATHWAY","NONE",0.0265,0.808,0.442,0.528
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",0.0451,0.806,0.442,0.529
"(KEGG) Arginine and proline metabolism","KEGG_ARGININE_AND_PROLINE_METABOLISM","NONE",0.0254,0.805,0.443,0.529
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.0283,0.802,0.445,0.531
"(KEGG) Cardiac muscle contraction","KEGG_CARDIAC_MUSCLE_CONTRACTION","NONE",0.0304,0.798,0.447,0.532
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",0.0183,0.797,0.448,0.532
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",0.0195,0.796,0.448,0.532
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",0.0222,0.796,0.448,0.532
"(KEGG) Propanoate metabolism","KEGG_PROPANOATE_METABOLISM","NONE",-0.0188,-0.783,0.455,0.54
"(KEGG) Leukocyte transendothelial migration","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","NONE",0.0192,0.78,0.457,0.541
"(KEGG) One carbon pool by folate","KEGG_ONE_CARBON_POOL_BY_FOLATE","NONE",0.0456,0.779,0.457,0.542
"(BioCarta) Chaperones modulate interferon Signaling Pathway","BIOCARTA_TID_PATHWAY","NONE",0.033,0.777,0.458,0.542
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",0.0239,0.772,0.461,0.545
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",0.0225,0.768,0.464,0.548
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",0.0259,0.758,0.47,0.554
"(Reactome) NFkB and MAP kinases activation mediated by TLR4 signaling repertoire","REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE","NONE",-0.0172,-0.755,0.471,0.555
"(Reactome) GPCR downstream signaling","REACTOME_GPCR_DOWNSTREAM_SIGNALING","NONE",0.0171,0.753,0.472,0.555
"(Reactome) Phospholipid metabolism","REACTOME_PHOSPHOLIPID_METABOLISM","NONE",-0.0183,-0.745,0.477,0.56
"(Reactome) Metabolism of polyamines","REACTOME_METABOLISM_OF_POLYAMINES","NONE",-0.037,-0.743,0.478,0.561
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",-0.0195,-0.742,0.478,0.561
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",0.0264,0.731,0.485,0.568
"(KEGG) Focal adhesion","KEGG_FOCAL_ADHESION","NONE",-0.0196,-0.725,0.488,0.571
"(PID) Beta3 integrin cell surface interactions","PID_INTEGRIN3_PATHWAY","NONE",-0.0385,-0.725,0.488,0.571
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","NONE",0.0171,0.718,0.492,0.575
"(KEGG) Limonene and pinene degradation","KEGG_LIMONENE_AND_PINENE_DEGRADATION","NONE",-0.0176,-0.718,0.492,0.575
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",-0.0257,-0.71,0.497,0.58
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","NONE",0.0422,0.699,0.503,0.586
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","NONE",0.0296,0.699,0.503,0.586
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",0.0199,0.696,0.505,0.587
"(Reactome) cGMP effects","REACTOME_CGMP_EFFECTS","NONE",0.026,0.693,0.507,0.589
"(PID) PLK1 signaling events","PID_PLK1_PATHWAY","NONE",-0.018,-0.687,0.511,0.592
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",0.0168,0.686,0.511,0.592
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",-0.0153,-0.677,0.517,0.598
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",0.0201,0.676,0.517,0.598
"(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2","BIOCARTA_ARENRF2_PATHWAY","NONE",0.0149,0.675,0.518,0.598
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",-0.016,-0.669,0.521,0.601
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",0.0361,0.665,0.524,0.604
"(PID) Validated targets of C-MYC transcriptional activation","PID_MYC_ACTIV_PATHWAY","NONE",-0.0186,-0.661,0.526,0.606
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",0.0186,0.657,0.529,0.608
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",0.0145,0.655,0.53,0.609
"(Reactome) G-protein beta:gamma signalling","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","NONE",-0.0178,-0.647,0.535,0.614
"(Reactome) Formation of transcription-coupled NER (TC-NER) repair complex","REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX","NONE",0.0336,0.644,0.537,0.616
"(Reactome) Acyl chain remodelling of PC","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","NONE",-0.0237,-0.637,0.541,0.62
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",-0.0158,-0.63,0.545,0.624
"(Reactome) Influenza Viral RNA Transcription and Replication","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","NONE",-0.0261,-0.618,0.553,0.633
"(KEGG) Tyrosine metabolism","KEGG_TYROSINE_METABOLISM","NONE",0.0155,0.608,0.559,0.639
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.0315,0.606,0.561,0.64
"(KEGG) beta-Alanine metabolism","KEGG_BETA_ALANINE_METABOLISM","NONE",0.0167,0.595,0.567,0.646
"(BioCarta) IL12 and Stat4 Dependent Signaling Pathway in Th1 Development","BIOCARTA_IL12_PATHWAY","NONE",0.0286,0.595,0.568,0.646
"(BioCarta) Trefoil Factors Initiate Mucosal Healing","BIOCARTA_TFF_PATHWAY","NONE",0.0165,0.594,0.568,0.646
"(KEGG) TGF-beta signaling pathway","KEGG_TGF_BETA_SIGNALING_PATHWAY","NONE",-0.0131,-0.588,0.572,0.65
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",0.0131,0.584,0.574,0.652
"(Reactome) Vitamin B5 (pantothenate) metabolism","REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","NONE",0.0275,0.582,0.576,0.653
"(PID) Notch-mediated HES/HEY network","PID_HES_HEY_PATHWAY","NONE",-0.013,-0.577,0.579,0.656
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",-0.0129,-0.574,0.581,0.658
"(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors","BIOCARTA_CK1_PATHWAY","NONE",0.0269,0.573,0.582,0.658
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","NONE",0.0194,0.564,0.587,0.663
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",-0.0359,-0.554,0.594,0.67
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",-0.0215,-0.554,0.594,0.67
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",-0.0198,-0.553,0.595,0.67
"(Reactome) Metabolism of steroid hormones and vitamins A and D","REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D","NONE",-0.0197,-0.54,0.603,0.679
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",-0.0154,-0.537,0.605,0.68
"(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","BIOCARTA_PPARA_PATHWAY","NONE",0.0122,0.533,0.608,0.682
"(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors","BIOCARTA_MTA3_PATHWAY","NONE",-0.0194,-0.52,0.616,0.691
"(Reactome) HIV Infection","REACTOME_HIV_INFECTION","NONE",-0.0128,-0.517,0.618,0.693
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",-0.0167,-0.509,0.624,0.698
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",0.0129,0.508,0.624,0.698
"(KEGG) Glycosaminoglycan degradation","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NONE",0.0146,0.508,0.625,0.698
"(PID) SHP2 signaling","PID_SHP2_PATHWAY","NONE",0.0126,0.502,0.629,0.702
"(Naba) Ensemble of genes encoding ECM-associated proteins including ECM-affilaited proteins, ECM regulators and secreted factors","NABA_MATRISOME_ASSOCIATED","NONE",0.0135,0.496,0.633,0.706
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",0.0146,0.494,0.634,0.706
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",-0.0139,-0.493,0.635,0.707
"(Reactome) Heparan sulfate/heparin (HS-GAG) metabolism","REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM","NONE",-0.0171,-0.49,0.637,0.708
"(Reactome) NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10","REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10","NONE",0.0198,0.489,0.637,0.708
"(Reactome) Neurotransmitter Release Cycle","REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.0199,-0.488,0.638,0.708
"(PID) Signaling events mediated by HDAC Class III","PID_HDAC_CLASSIII_PATHWAY","NONE",-0.0163,-0.486,0.64,0.709
"(Reactome) Antigen processing: Ubiquitination & Proteasome degradation","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","NONE",0.0125,0.475,0.647,0.716
"(Reactome) Host Interactions of HIV factors","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","NONE",-0.0109,-0.475,0.647,0.716
"(PID) Integrin family cell surface interactions","PID_INTEGRIN_CS_PATHWAY","NONE",0.0174,0.469,0.651,0.72
"(Reactome) Post-translational protein modification","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","NONE",-0.0174,-0.467,0.653,0.721
"(STKE) G alpha i Pathway","ST_G_ALPHA_I_PATHWAY","NONE",-0.0203,-0.464,0.654,0.721
"(Reactome) Signaling by GPCR","REACTOME_SIGNALING_BY_GPCR","NONE",-0.0101,-0.464,0.655,0.721
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",-0.0104,-0.461,0.657,0.723
"(Reactome) Triglyceride Biosynthesis","REACTOME_TRIGLYCERIDE_BIOSYNTHESIS","NONE",0.0188,0.46,0.657,0.723
"(Reactome) Cell death signalling via NRAGE, NRIF and NADE","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","NONE",0.0113,0.456,0.66,0.725
"(Reactome) Influenza Life Cycle","REACTOME_INFLUENZA_LIFE_CYCLE","NONE",0.0145,0.452,0.663,0.728
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","NONE",-0.0116,-0.447,0.666,0.73
"(Reactome) Metabolism of mRNA","REACTOME_METABOLISM_OF_MRNA","NONE",-0.0123,-0.437,0.673,0.737
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","NONE",0.0251,0.437,0.673,0.737
"(Reactome) MyD88:Mal cascade initiated on plasma membrane","REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE","NONE",-0.00984,-0.43,0.678,0.741
"(KEGG) DNA replication","KEGG_DNA_REPLICATION","NONE",0.0142,0.423,0.683,0.746
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","NONE",0.0151,0.421,0.684,0.746
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","NONE",0.0145,0.418,0.686,0.748
"(Reactome) Integration of energy metabolism","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","NONE",-0.00946,-0.416,0.688,0.75
"(Reactome) Purine metabolism","REACTOME_PURINE_METABOLISM","NONE",0.011,0.411,0.691,0.752
"(Reactome) mRNA Decay by 3' to 5' Exoribonuclease","REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE","NONE",0.0145,0.408,0.693,0.753
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",-0.00948,-0.405,0.696,0.755
"(Reactome) Toll Receptor Cascades","REACTOME_TOLL_RECEPTOR_CASCADES","NONE",0.00944,0.392,0.705,0.764
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",0.0103,0.388,0.707,0.767
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",-0.013,-0.384,0.711,0.769
"(Reactome) Trafficking of AMPA receptors","REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","NONE",-0.00973,-0.38,0.714,0.772
"(Reactome) G alpha (q) signalling events","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","NONE",-0.0082,-0.378,0.715,0.772
"(Reactome) NOD1/2 Signaling Pathway","REACTOME_NOD1_2_SIGNALING_PATHWAY","NONE",0.0131,0.375,0.717,0.774
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.0153,-0.372,0.719,0.776
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",0.00963,0.371,0.72,0.776
"(Reactome) p75NTR signals via NF-kB","REACTOME_P75NTR_SIGNALS_VIA_NFKB","NONE",-0.0165,-0.369,0.721,0.776
"(Reactome) Mitochondrial tRNA aminoacylation","REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","NONE",0.0202,0.356,0.731,0.786
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",0.00774,0.338,0.743,0.799
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",0.00792,0.338,0.744,0.799
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.00939,-0.334,0.746,0.8
"(Reactome) Signaling by Insulin receptor","REACTOME_SIGNALING_BY_INSULIN_RECEPTOR","NONE",0.0092,0.333,0.748,0.801
"(BioCarta) CDK Regulation of DNA Replication","BIOCARTA_MCM_PATHWAY","NONE",-0.0133,-0.33,0.749,0.801
"(KEGG) Cytokine-cytokine receptor interaction","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","NONE",0.00761,0.33,0.75,0.801
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",0.00803,0.329,0.75,0.801
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",-0.0102,-0.323,0.754,0.805
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",0.0075,0.322,0.755,0.805
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","NONE",-0.00747,-0.321,0.756,0.805
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",-0.00929,-0.309,0.765,0.814
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",0.00723,0.307,0.766,0.815
"(Reactome) G-protein activation","REACTOME_G_PROTEIN_ACTIVATION","NONE",-0.0117,-0.304,0.769,0.817
"(PID) Beta2 integrin cell surface interactions","PID_INTEGRIN2_PATHWAY","NONE",-0.0135,-0.302,0.77,0.817
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",0.00725,0.297,0.774,0.82
"(KEGG) Glycerolipid metabolism","KEGG_GLYCEROLIPID_METABOLISM","NONE",0.00786,0.292,0.777,0.824
"(Reactome) RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING","NONE",0.0116,0.291,0.778,0.824
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",-0.00899,-0.28,0.786,0.831
"(STKE) G alpha 12 Pathway","ST_GA12_PATHWAY","NONE",-0.00816,-0.277,0.788,0.832
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",0.0108,0.277,0.789,0.832
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",0.0168,0.273,0.792,0.835
"(KEGG) Huntington's disease","KEGG_HUNTINGTONS_DISEASE","NONE",0.00978,0.265,0.797,0.84
"(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","NONE",0.00711,0.262,0.799,0.841
"(BioCarta) AKAP95 role in mitosis and chromosome dynamics","BIOCARTA_AKAP95_PATHWAY","NONE",0.00873,0.26,0.801,0.842
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",-0.0125,-0.259,0.802,0.843
"(PID) Alpha6 beta4 integrin-ligand interactions","PID_INTEGRIN4_PATHWAY","NONE",-0.00954,-0.249,0.81,0.85
"(PID) IFN-gamma pathway","PID_IFNG_PATHWAY","NONE",-0.00583,-0.245,0.812,0.851
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",0.00813,0.244,0.813,0.852
"(Reactome) Metabolism of RNA","REACTOME_METABOLISM_OF_RNA","NONE",0.00601,0.238,0.818,0.856
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",0.0109,0.232,0.822,0.859
"(PID) Arf6 trafficking events","PID_ARF6_TRAFFICKING_PATHWAY","NONE",-0.00603,-0.232,0.822,0.859
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",-0.00546,-0.224,0.828,0.865
"(Reactome) tRNA Aminoacylation","REACTOME_TRNA_AMINOACYLATION","NONE",-0.00856,-0.217,0.834,0.869
"(Reactome) DCC mediated attractive signaling","REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","NONE",-0.00591,-0.214,0.836,0.87
"(Reactome) Cyclin A/B1 associated events during G2/M transition","REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","NONE",-0.00737,-0.21,0.838,0.872
"(KEGG) RNA polymerase","KEGG_RNA_POLYMERASE","NONE",-0.00564,-0.192,0.852,0.886
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",-0.00739,-0.186,0.857,0.89
"(Reactome) Trafficking of GluR2-containing AMPA receptors","REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","NONE",-0.00466,-0.18,0.861,0.894
"(Reactome) G2/M Checkpoints","REACTOME_G2_M_CHECKPOINTS","NONE",0.00553,0.176,0.864,0.896
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","NONE",-0.00415,-0.172,0.868,0.899
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",-0.00584,-0.166,0.872,0.902
"(Reactome) NRIF signals cell death from the nucleus","REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","NONE",-0.00643,-0.159,0.877,0.907
"(Reactome) Gap junction trafficking","REACTOME_GAP_JUNCTION_TRAFFICKING","NONE",0.00515,0.156,0.88,0.909
"(Reactome) Asparagine N-linked glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","NONE",-0.00563,-0.154,0.881,0.909
"(Reactome) Steroid hormones","REACTOME_STEROID_HORMONES","NONE",-0.00538,-0.153,0.882,0.909
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",0.00363,0.153,0.882,0.909
"(KEGG) Riboflavin metabolism","KEGG_RIBOFLAVIN_METABOLISM","NONE",0.007,0.151,0.884,0.91
"(Reactome) Activation of the pre-replicative complex","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",0.00416,0.127,0.902,0.927
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",0.00328,0.118,0.909,0.933
"(PID) CXCR4-mediated signaling events","PID_CXCR4_PATHWAY","NONE",0.00242,0.11,0.915,0.939
"(Reactome) Interleukin-2 signaling","REACTOME_IL_2_SIGNALING","NONE",0.00258,0.107,0.917,0.941
"(Reactome) Interferon alpha/beta signaling","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","NONE",0.00267,0.0783,0.939,0.962
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.00292,0.0775,0.94,0.962
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",-0.00262,-0.0767,0.941,0.962
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",-0.00183,-0.0755,0.942,0.962
"(Reactome) Amino acid synthesis and interconversion (transamination)","REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION","NONE",0.00289,0.0731,0.943,0.963
"(PID) IL4-mediated signaling events","PID_IL4_2PATHWAY","NONE",-0.00301,-0.066,0.949,0.968
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",0.00257,0.0617,0.952,0.97
"(KEGG) T cell receptor signaling pathway","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.00152,0.0585,0.955,0.972
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",-0.0018,-0.0575,0.955,0.972
"(Reactome) Signaling by ERBB2","REACTOME_SIGNALING_BY_ERBB2","NONE",-0.00121,-0.0541,0.958,0.974
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",-0.00182,-0.05,0.961,0.976
"(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex","REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","NONE",0.00182,0.0495,0.962,0.976
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","NONE",0.0012,0.0474,0.963,0.976
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",0.00137,0.0412,0.968,0.98
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",0.00109,0.0394,0.97,0.98
"(Reactome) Nephrin interactions","REACTOME_NEPHRIN_INTERACTIONS","NONE",-0.00132,-0.0387,0.97,0.98
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",-0.00179,-0.0327,0.975,0.984
"(KEGG) Cytosolic DNA-sensing pathway","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","NONE",-0.000924,-0.0312,0.976,0.985
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",-0.00113,-0.0268,0.979,0.986
"(BioCarta) CXCR4 Signaling Pathway","BIOCARTA_CXCR4_PATHWAY","NONE",0.000702,0.0266,0.979,0.986
