"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",0.0741,1.37,0.173,0.227
"(BioCarta) Electron Transport Reaction in Mitochondria","BIOCARTA_ETC_PATHWAY","NONE",-0.0333,-1.36,0.176,0.231
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",-0.0299,-1.35,0.177,0.232
"(KEGG) Tight junction","KEGG_TIGHT_JUNCTION","NONE",-0.018,-1.35,0.178,0.233
"(PID) TRAIL signaling pathway","PID_TRAIL_PATHWAY","NONE",-0.0206,-1.35,0.178,0.233
"(BioCarta) Deregulation of CDK5 in Alzheimers Disease","BIOCARTA_P35ALZHEIMERS_PATHWAY","NONE",-0.0383,-1.34,0.179,0.235
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",-0.0241,-1.34,0.18,0.235
"(Reactome) Gap junction assembly","REACTOME_GAP_JUNCTION_ASSEMBLY","NONE",0.0674,1.34,0.18,0.235
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",-0.0461,-1.34,0.181,0.236
"(Reactome) Signal regulatory protein (SIRP) family interactions","REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS","NONE",-0.0449,-1.34,0.182,0.237
"(Reactome) Acyl chain remodelling of PE","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE","NONE",-0.0359,-1.33,0.184,0.239
"(Reactome) Peptide ligand-binding receptors","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","NONE",-0.0378,-1.33,0.185,0.24
"(Reactome) G beta:gamma signalling through PLC beta","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA","NONE",-0.0449,-1.32,0.187,0.243
"(Reactome) Gap junction trafficking","REACTOME_GAP_JUNCTION_TRAFFICKING","NONE",0.0424,1.32,0.188,0.243
"(PID) Beta2 integrin cell surface interactions","PID_INTEGRIN2_PATHWAY","NONE",0.0519,1.31,0.189,0.245
"(BioCarta) Cell to Cell Adhesion Signaling","BIOCARTA_CELL2CELL_PATHWAY","NONE",0.0338,1.31,0.191,0.247
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",-0.0273,-1.31,0.192,0.248
"(Reactome) Phospholipase C-mediated cascade","REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE","NONE",-0.0293,-1.29,0.199,0.257
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",0.0618,1.28,0.203,0.261
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","NONE",-0.0455,-1.27,0.204,0.262
"(Reactome) EGFR downregulation","REACTOME_EGFR_DOWNREGULATION","NONE",-0.0161,-1.27,0.206,0.265
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",0.0147,1.26,0.208,0.267
"(PID) Trk receptor signaling mediated by the MAPK pathway","PID_MAPK_TRK_PATHWAY","NONE",-0.0331,-1.26,0.208,0.267
"(BioCarta) CCR3 signaling in Eosinophils","BIOCARTA_CCR3_PATHWAY","NONE",-0.0266,-1.26,0.209,0.268
"(KEGG) Chemokine signaling pathway","KEGG_CHEMOKINE_SIGNALING_PATHWAY","NONE",-0.0151,-1.25,0.211,0.271
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",0.025,1.25,0.213,0.272
"(KEGG) Inositol phosphate metabolism","KEGG_INOSITOL_PHOSPHATE_METABOLISM","NONE",0.0184,1.24,0.214,0.273
"(Reactome) Signaling by PDGF","REACTOME_SIGNALING_BY_PDGF","NONE",0.00947,1.24,0.215,0.274
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.0144,-1.23,0.219,0.279
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","NONE",-0.0142,-1.23,0.22,0.28
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",-0.0269,-1.22,0.224,0.285
"(Reactome) Interleukin-2 signaling","REACTOME_IL_2_SIGNALING","NONE",0.0165,1.22,0.224,0.285
"(KEGG) Glioma","KEGG_GLIOMA","NONE",0.0126,1.22,0.225,0.285
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",-0.0359,-1.21,0.226,0.286
"(Reactome) Other semaphorin interactions","REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","NONE",0.0489,1.19,0.233,0.295
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",0.0328,1.19,0.233,0.295
"(Reactome) Synthesis of PIPs at the plasma membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","NONE",-0.0229,-1.18,0.239,0.303
"(PID) EPHA forward signaling","PID_EPHA_FWDPATHWAY","NONE",-0.0206,-1.17,0.243,0.307
"(Reactome) mTORC1-mediated signalling","REACTOME_MTORC1_MEDIATED_SIGNALLING","NONE",0.0255,1.16,0.245,0.309
"(KEGG) Type I diabetes mellitus","KEGG_TYPE_I_DIABETES_MELLITUS","NONE",-0.0732,-1.16,0.247,0.311
"(Reactome) Negative regulators of RIG-I/MDA5 signaling","REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING","NONE",-0.0183,-1.16,0.247,0.311
"(PID) Aurora B signaling","PID_AURORA_B_PATHWAY","NONE",-0.0197,-1.16,0.248,0.312
"(BioCarta) CBL mediated ligand-induced downregulation of EGF receptors","BIOCARTA_CBL_PATHWAY","NONE",0.0365,1.15,0.25,0.314
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",0.0159,1.15,0.25,0.314
"(Reactome) trans-Golgi Network Vesicle Budding","REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","NONE",0.0165,1.14,0.255,0.32
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",0.0236,1.14,0.256,0.32
"(Reactome) 3' -UTR-mediated translational regulation","REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION","NONE",0.024,1.13,0.258,0.323
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",0.0195,1.13,0.259,0.324
"(Signaling Gateway) Genes related to regulation of the actin cytoskeleton","SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","NONE",-0.0163,-1.13,0.259,0.324
"(Reactome) Nuclear signaling by ERBB4","REACTOME_NUCLEAR_SIGNALING_BY_ERBB4","NONE",-0.0157,-1.12,0.261,0.326
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","NONE",-0.02,-1.12,0.263,0.327
"(Reactome) Downstream signal transduction","REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","NONE",0.012,1.12,0.264,0.328
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",0.016,1.12,0.264,0.328
"(Reactome) Interleukin-1 signaling","REACTOME_IL1_SIGNALING","NONE",0.0162,1.11,0.269,0.334
"(STKE) Myocyte Adrenergic Pathway is a specific case of the generalized Adrenergic Pathway.","ST_MYOCYTE_AD_PATHWAY","NONE",0.0238,1.1,0.273,0.338
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.0346,1.1,0.273,0.338
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",0.0148,1.09,0.276,0.342
"(KEGG) Neurotrophin signaling pathway","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","NONE",0.0111,1.09,0.278,0.344
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",-0.0161,-1.09,0.278,0.344
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","NONE",0.0296,1.08,0.279,0.344
"(PID) FAS (CD95) signaling pathway","PID_FAS_PATHWAY","NONE",-0.014,-1.07,0.285,0.351
"(Reactome) Downstream signaling of activated FGFR","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR","NONE",0.0119,1.07,0.285,0.351
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",0.0302,1.07,0.287,0.353
"(KEGG) Ether lipid metabolism","KEGG_ETHER_LIPID_METABOLISM","NONE",0.0252,1.05,0.293,0.359
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",0.016,1.05,0.295,0.362
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",-0.021,-1.04,0.301,0.369
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",0.0292,1.04,0.301,0.369
"(PID) Class I PI3K signaling events","PID_PI3KCI_PATHWAY","NONE",0.0147,1.03,0.302,0.37
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","NONE",-0.0126,-1.03,0.304,0.371
"(Reactome) Recycling pathway of L1","REACTOME_RECYCLING_PATHWAY_OF_L1","NONE",0.0176,1.03,0.304,0.371
"(BioCarta) Vitamin C in the Brain","BIOCARTA_VITCB_PATHWAY","NONE",0.0394,1.02,0.307,0.374
"(Reactome) Gap junction degradation","REACTOME_GAP_JUNCTION_DEGRADATION","NONE",0.0235,1.01,0.312,0.381
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","NONE",-0.0128,-1.01,0.313,0.381
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",-0.0184,-1.01,0.314,0.382
"(Reactome) JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","NONE",-0.0187,-1,0.317,0.385
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",0.0155,0.997,0.319,0.387
"(KEGG) Amyotrophic lateral sclerosis (ALS)","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","NONE",-0.0199,-0.99,0.323,0.391
"(BioCarta) Cystic Fibrosis Transmembrane Conductance Regulator And Beta 2 Adrenergic Receptor Pathway","BIOCARTA_CFTR_PATHWAY","NONE",0.0196,0.984,0.326,0.394
"(Reactome) Nephrin interactions","REACTOME_NEPHRIN_INTERACTIONS","NONE",-0.0168,-0.981,0.327,0.395
"(Reactome) Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","NONE",0.0199,0.975,0.33,0.399
"(Reactome) Inwardly rectifying K+ channels","REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","NONE",-0.0297,-0.968,0.333,0.402
"(PID) FOXM1 transcription factor network","PID_FOXM1_PATHWAY","NONE",0.0214,0.961,0.337,0.407
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",0.0169,0.958,0.338,0.408
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","NONE",0.0153,0.951,0.342,0.412
"(Reactome) Meiosis","REACTOME_MEIOSIS","NONE",-0.0287,-0.946,0.344,0.414
"(KEGG) GnRH signaling pathway","KEGG_GNRH_SIGNALING_PATHWAY","NONE",-0.0138,-0.944,0.346,0.415
"(Reactome) Cholesterol biosynthesis","REACTOME_CHOLESTEROL_BIOSYNTHESIS","NONE",-0.0472,-0.941,0.347,0.416
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",-0.00958,-0.935,0.35,0.42
"(Reactome) Developmental Biology","REACTOME_DEVELOPMENTAL_BIOLOGY","NONE",-0.00779,-0.934,0.351,0.42
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",-0.0209,-0.931,0.353,0.422
"(Reactome) N-glycan trimming in the ER and Calnexin/Calreticulin cycle","REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","NONE",-0.0196,-0.909,0.364,0.434
"(Reactome) Translation","REACTOME_TRANSLATION","NONE",0.0176,0.9,0.369,0.44
"(KEGG) Histidine metabolism","KEGG_HISTIDINE_METABOLISM","NONE",-0.0289,-0.898,0.37,0.441
"(Reactome) Phase II conjugation","REACTOME_PHASE_II_CONJUGATION","NONE",-0.026,-0.895,0.371,0.442
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",0.0124,0.891,0.373,0.444
"(Reactome) Synthesis of PIPs at the late endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE","NONE",-0.0274,-0.885,0.377,0.448
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",0.0166,0.882,0.378,0.449
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",0.0152,0.881,0.379,0.449
"(Reactome) SHC-mediated signalling","REACTOME_SHC_MEDIATED_SIGNALLING","NONE",0.014,0.874,0.383,0.454
"(Reactome) Nucleotide-like (purinergic) receptors","REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","NONE",-0.0384,-0.866,0.387,0.458
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",0.0166,0.865,0.387,0.458
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",-0.00682,-0.863,0.388,0.459
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0152,-0.86,0.39,0.46
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",0.0187,0.86,0.39,0.46
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",-0.0138,-0.856,0.393,0.463
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","NONE",-0.0222,-0.855,0.393,0.463
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",0.0288,0.852,0.394,0.464
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",-0.0186,-0.851,0.395,0.464
"(Reactome) Regulation of Insulin Secretion by Glucagon-like Peptide-1","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1","NONE",-0.0161,-0.845,0.399,0.468
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.0313,0.844,0.399,0.468
"(Reactome) Early Phase of HIV Life Cycle","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","NONE",-0.0199,-0.839,0.402,0.47
"(PID) Caspase cascade in apoptosis","PID_CASPASE_PATHWAY","NONE",0.0139,0.839,0.402,0.47
"(Reactome) Signaling by Insulin receptor","REACTOME_SIGNALING_BY_INSULIN_RECEPTOR","NONE",-0.00905,-0.827,0.409,0.478
"(Reactome) Glucagon signaling in metabolic regulation","REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","NONE",0.018,0.808,0.419,0.49
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",-0.0319,-0.799,0.425,0.495
"(KEGG) Hedgehog signaling pathway","KEGG_HEDGEHOG_SIGNALING_PATHWAY","NONE",0.0162,0.797,0.426,0.496
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",-0.00982,-0.79,0.43,0.5
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",0.0116,0.788,0.431,0.501
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",-0.0126,-0.774,0.44,0.511
"(Reactome) Signal amplification","REACTOME_SIGNAL_AMPLIFICATION","NONE",0.0188,0.762,0.446,0.518
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",0.0107,0.761,0.447,0.518
"(KEGG) B cell receptor signaling pathway","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0107,-0.75,0.454,0.526
"(KEGG) Melanoma","KEGG_MELANOMA","NONE",0.0113,0.747,0.456,0.527
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",0.0183,0.73,0.466,0.539
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",-0.0155,-0.729,0.466,0.539
"(Reactome) DARPP-32 events","REACTOME_DARPP_32_EVENTS","NONE",-0.0115,-0.727,0.468,0.54
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",-0.0147,-0.724,0.469,0.54
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",-0.0122,-0.724,0.469,0.54
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",0.0115,0.719,0.473,0.544
"(PID) EPHA2 forward signaling","PID_EPHA2_FWD_PATHWAY","NONE",0.0108,0.714,0.476,0.547
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0118,-0.711,0.477,0.548
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",-0.016,-0.707,0.48,0.551
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.00786,0.705,0.481,0.551
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",0.0075,0.705,0.481,0.551
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",-0.0114,-0.704,0.482,0.551
"(Reactome) mRNA Splicing - Minor Pathway","REACTOME_MRNA_SPLICING_MINOR_PATHWAY","NONE",-0.0138,-0.701,0.483,0.552
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.0113,-0.689,0.491,0.56
"(BioCarta) Role of Erk5 in Neuronal Survival","BIOCARTA_ERK5_PATHWAY","NONE",-0.0122,-0.68,0.497,0.566
"(PID) Neurotrophic factor-mediated Trk receptor signaling","PID_TRKR_PATHWAY","NONE",0.00759,0.675,0.5,0.569
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",0.0136,0.675,0.5,0.569
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",0.0141,0.67,0.503,0.572
"(Reactome) Signaling by NOTCH4","REACTOME_SIGNALING_BY_NOTCH4","NONE",-0.0241,-0.664,0.507,0.576
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",0.0207,0.664,0.507,0.576
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.0131,-0.662,0.508,0.576
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","NONE",0.0124,0.661,0.509,0.577
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",-0.0192,-0.655,0.513,0.58
"(Reactome) G alpha (12/13) signalling events","REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","NONE",-0.00997,-0.652,0.515,0.582
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",-0.0104,-0.649,0.517,0.584
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",-0.0131,-0.645,0.519,0.586
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",-0.01,-0.639,0.523,0.59
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",-0.00678,-0.637,0.524,0.591
"(Reactome) Activation of the AP-1 family of transcription factors","REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS","NONE",0.0257,0.635,0.526,0.592
"(KEGG) Glutathione metabolism","KEGG_GLUTATHIONE_METABOLISM","NONE",0.0233,0.621,0.535,0.601
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",0.00563,0.621,0.535,0.601
"(KEGG) Biosynthesis of unsaturated fatty acids","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","NONE",0.0212,0.607,0.544,0.611
"(Reactome) Purine salvage","REACTOME_PURINE_SALVAGE","NONE",0.0157,0.605,0.545,0.611
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",0.0105,0.593,0.553,0.62
"(Reactome) Sphingolipid de novo biosynthesis","REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","NONE",0.0178,0.591,0.554,0.621
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",0.00786,0.584,0.559,0.625
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",0.0149,0.584,0.56,0.625
"(KEGG) Metabolism of xenobiotics by cytochrome P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","NONE",0.0191,0.584,0.56,0.625
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",0.0146,0.582,0.561,0.625
"(Reactome) RNA Polymerase I Promoter Opening","REACTOME_RNA_POL_I_PROMOTER_OPENING","NONE",0.0472,0.581,0.562,0.626
"(BioCarta) TNFR1 Signaling Pathway","BIOCARTA_TNFR1_PATHWAY","NONE",0.0107,0.572,0.568,0.632
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",-0.0181,-0.567,0.571,0.635
"(Reactome) Extracellular matrix organization","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","NONE",-0.0109,-0.566,0.572,0.635
"(PID) Regulation of CDC42 activity","PID_CDC42_REG_PATHWAY","NONE",0.0082,0.565,0.572,0.635
"(PID) Circadian rhythm pathway","PID_CIRCADIAN_PATHWAY","NONE",-0.0162,-0.564,0.573,0.635
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",0.0113,0.562,0.574,0.636
"(KEGG) N-Glycan biosynthesis","KEGG_N_GLYCAN_BIOSYNTHESIS","NONE",-0.00961,-0.553,0.581,0.642
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",0.00521,0.551,0.582,0.644
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","NONE",0.00848,0.545,0.586,0.647
"(Reactome) Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS","NONE",-0.0182,-0.541,0.589,0.65
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.0134,0.534,0.594,0.655
"(BioCarta) Downregulated of MTA-3 in ER-negative Breast Tumors","BIOCARTA_MTA3_PATHWAY","NONE",0.00934,0.517,0.606,0.667
"(Reactome) Adenylate cyclase activating pathway","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY","NONE",-0.0177,-0.515,0.607,0.668
"(Reactome) The NLRP3 inflammasome","REACTOME_THE_NLRP3_INFLAMMASOME","NONE",-0.0124,-0.507,0.613,0.674
"(BioCarta) D4-GDI Signaling Pathway","BIOCARTA_D4GDI_PATHWAY","NONE",-0.013,-0.505,0.614,0.674
"(BioCarta) Actions of Nitric Oxide in the Heart","BIOCARTA_NO1_PATHWAY","NONE",0.00913,0.497,0.619,0.679
"(Reactome) GABA B receptor activation","REACTOME_GABA_B_RECEPTOR_ACTIVATION","NONE",-0.0126,-0.497,0.62,0.679
"(Reactome) Prostacyclin signalling through prostacyclin receptor","REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","NONE",0.0171,0.494,0.622,0.681
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",0.00841,0.491,0.624,0.682
"(BioCarta) Role of Mitochondria in Apoptotic Signaling","BIOCARTA_MITOCHONDRIA_PATHWAY","NONE",0.0102,0.49,0.625,0.683
"(KEGG) Primary bile acid biosynthesis","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","NONE",-0.0131,-0.489,0.625,0.683
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",0.00792,0.484,0.629,0.686
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.00672,0.482,0.63,0.687
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",0.00783,0.473,0.637,0.693
"(SigmaAldrich) Programmed cell death, or apoptosis, eliminates damaged or unneeded cells.","SA_PROGRAMMED_CELL_DEATH","NONE",0.0117,0.465,0.642,0.699
"(Reactome) Signaling by NOTCH3","REACTOME_SIGNALING_BY_NOTCH3","NONE",-0.0168,-0.462,0.644,0.7
"(BioCarta) fMLP induced chemokine gene expression in HMC-1 cells","BIOCARTA_FMLP_PATHWAY","NONE",0.00835,0.456,0.649,0.705
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",-0.0113,-0.447,0.655,0.711
