"STANDARD_NAME","CONTRIBUTOR","DESCRIPTION_BRIEF","display_name"
"PID_INTEGRIN5_PATHWAY","PID","Beta5 beta6 beta7 and beta8 integrin cell surface interactions","(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions"
"PID_AR_NONGENOMIC_PATHWAY","PID","Nongenotropic Androgen signaling","(PID) Nongenotropic Androgen signaling"
"PID_ERBB1_INTERNALIZATION_PATHWAY","PID","Internalization of ErbB1","(PID) Internalization of ErbB1"
"PID_HEDGEHOG_GLI_PATHWAY","PID","Hedgehog signaling events mediated by Gli proteins","(PID) Hedgehog signaling events mediated by Gli proteins"
"PID_CASPASE_PATHWAY","PID","Caspase cascade in apoptosis","(PID) Caspase cascade in apoptosis"
"PID_CXCR3_PATHWAY","PID","CXCR3-mediated signaling events","(PID) CXCR3-mediated signaling events"
"PID_BETA_CATENIN_NUC_PATHWAY","PID","Regulation of nuclear beta catenin signaling and target gene transcription","(PID) Regulation of nuclear beta catenin signaling and target gene transcription"
"PID_VEGFR1_PATHWAY","PID","VEGFR1 specific signals","(PID) VEGFR1 specific signals"
"PID_SMAD2_3PATHWAY","PID","Regulation of cytoplasmic and nuclear SMAD2/3 signaling","(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling"
"PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","PID","Signaling mediated by p38-alpha and p38-beta","(PID) Signaling mediated by p38-alpha and p38-beta"
"PID_KIT_PATHWAY","PID","Signaling events mediated by Stem cell factor receptor (c-Kit)","(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)"
"PID_ECADHERIN_STABILIZATION_PATHWAY","PID","Stabilization and expansion of the E-cadherin adherens junction","(PID) Stabilization and expansion of the E-cadherin adherens junction"
"PID_EPO_PATHWAY","PID","EPO signaling pathway","(PID) EPO signaling pathway"
"PID_IL2_STAT5_PATHWAY","PID","IL2 signaling events mediated by STAT5","(PID) IL2 signaling events mediated by STAT5"
"PID_TCR_CALCIUM_PATHWAY","PID","Calcium signaling in the CD4+ TCR pathway","(PID) Calcium signaling in the CD4+ TCR pathway"
"PID_DELTA_NP63_PATHWAY","PID","Validated transcriptional targets of deltaNp63 isoforms","(PID) Validated transcriptional targets of deltaNp63 isoforms"
"PID_VEGFR1_2_PATHWAY","PID","Signaling events mediated by VEGFR1 and VEGFR2","(PID) Signaling events mediated by VEGFR1 and VEGFR2"
"PID_THROMBIN_PAR1_PATHWAY","PID","PAR1-mediated thrombin signaling events","(PID) PAR1-mediated thrombin signaling events"
"PID_A6B1_A6B4_INTEGRIN_PATHWAY","PID","a6b1 and a6b4 Integrin signaling","(PID) a6b1 and a6b4 Integrin signaling"
"PID_SYNDECAN_2_PATHWAY","PID","Syndecan-2-mediated signaling events","(PID) Syndecan-2-mediated signaling events"
"PID_RAC1_REG_PATHWAY","PID","Regulation of RAC1 activity","(PID) Regulation of RAC1 activity"
"PID_AURORA_A_PATHWAY","PID","Aurora A signaling","(PID) Aurora A signaling"
"PID_ARF_3PATHWAY","PID","Arf1 pathway","(PID) Arf1 pathway"
"PID_INSULIN_GLUCOSE_PATHWAY","PID","Insulin-mediated glucose transport","(PID) Insulin-mediated glucose transport"
"PID_PI3KCI_AKT_PATHWAY","PID","Class I PI3K signaling events mediated by Akt","(PID) Class I PI3K signaling events mediated by Akt"
"PID_SYNDECAN_3_PATHWAY","PID","Syndecan-3-mediated signaling events","(PID) Syndecan-3-mediated signaling events"
"PID_IL8_CXCR1_PATHWAY","PID","IL8- and CXCR1-mediated signaling events","(PID) IL8- and CXCR1-mediated signaling events"
"PID_MYC_REPRESS_PATHWAY","PID","Validated targets of C-MYC transcriptional repression","(PID) Validated targets of C-MYC transcriptional repression"
"PID_HIF1_TFPATHWAY","PID","HIF-1-alpha transcription factor network","(PID) HIF-1-alpha transcription factor network"
"PID_TAP63_PATHWAY","PID","Validated transcriptional targets of TAp63 isoforms","(PID) Validated transcriptional targets of TAp63 isoforms"
"PID_EPHRINB_REV_PATHWAY","PID","Ephrin B reverse signaling","(PID) Ephrin B reverse signaling"
"PID_BARD1_PATHWAY","PID","BARD1 signaling events","(PID) BARD1 signaling events"
"PID_P53_REGULATION_PATHWAY","PID","p53 pathway","(PID) p53 pathway"
"PID_TOLL_ENDOGENOUS_PATHWAY","PID","Endogenous TLR signaling","(PID) Endogenous TLR signaling"
"PID_NCADHERIN_PATHWAY","PID","N-cadherin signaling events","(PID) N-cadherin signaling events"
"PID_ANTHRAX_PATHWAY","PID","Cellular roles of Anthrax toxin","(PID) Cellular roles of Anthrax toxin"
"PID_S1P_S1P2_PATHWAY","PID","S1P2 pathway","(PID) S1P2 pathway"
"PID_RAS_PATHWAY","PID","Regulation of Ras family activation","(PID) Regulation of Ras family activation"
"PID_MAPK_TRK_PATHWAY","PID","Trk receptor signaling mediated by the MAPK pathway","(PID) Trk receptor signaling mediated by the MAPK pathway"
"PID_PI3K_PLC_TRK_PATHWAY","PID","Trk receptor signaling mediated by PI3K and PLC-gamma","(PID) Trk receptor signaling mediated by PI3K and PLC-gamma"
"PID_CD8_TCR_DOWNSTREAM_PATHWAY","PID","Downstream signaling in na&#xef;ve CD8+ T cells","(PID) Downstream signaling in na&#xef;ve CD8+ T cells"
"PID_EPHA2_FWD_PATHWAY","PID","EPHA2 forward signaling","(PID) EPHA2 forward signaling"
"PID_LYMPH_ANGIOGENESIS_PATHWAY","PID","VEGFR3 signaling in lymphatic endothelium","(PID) VEGFR3 signaling in lymphatic endothelium"
"PID_ALPHA_SYNUCLEIN_PATHWAY","PID","Alpha-synuclein signaling","(PID) Alpha-synuclein signaling"
"PID_FGF_PATHWAY","PID","FGF signaling pathway","(PID) FGF signaling pathway"
"PID_INTEGRIN_A4B1_PATHWAY","PID","Alpha4 beta1 integrin signaling events","(PID) Alpha4 beta1 integrin signaling events"
"PID_RAC1_PATHWAY","PID","RAC1 signaling pathway","(PID) RAC1 signaling pathway"
"PID_RB_1PATHWAY","PID","Regulation of retinoblastoma protein","(PID) Regulation of retinoblastoma protein"
"PID_FAK_PATHWAY","PID","Signaling events mediated by focal adhesion kinase","(PID) Signaling events mediated by focal adhesion kinase"
"PID_HNF3A_PATHWAY","PID","FOXA1 transcription factor network","(PID) FOXA1 transcription factor network"
"PID_TGFBR_PATHWAY","PID","TGF-beta receptor signaling","(PID) TGF-beta receptor signaling"
"PID_HES_HEY_PATHWAY","PID","Notch-mediated HES/HEY network","(PID) Notch-mediated HES/HEY network"
"PID_IL12_STAT4_PATHWAY","PID","IL12 signaling mediated by STAT4","(PID) IL12 signaling mediated by STAT4"
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS","Reactome","Genes involved in Glycogen breakdown (glycogenolysis)","(Reactome) Glycogen breakdown (glycogenolysis)"
"REACTOME_TRANSLATION","Reactome","Genes involved in Translation","(Reactome) Translation"
"REACTOME_PYRIMIDINE_CATABOLISM","Reactome","Genes involved in Pyrimidine catabolism","(Reactome) Pyrimidine catabolism"
"REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER","Reactome","Genes involved in RNA Polymerase III Transcription Initiation From Type 2 Promoter","(Reactome) RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS","Reactome","Genes involved in Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","(Reactome) Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","Reactome","Genes involved in Pyruvate metabolism and Citric Acid (TCA) cycle","(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle"
"REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS","Reactome","Genes involved in Extrinsic Pathway for Apoptosis","(Reactome) Extrinsic Pathway for Apoptosis"
"REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","Reactome","Genes involved in PTM: gamma carboxylation, hypusine formation and arylsulfatase activation","(Reactome) PTM: gamma carboxylation, hypusine formation and arylsulfatase activation"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS","Reactome","Genes involved in Apoptotic cleavage of cellular proteins","(Reactome) Apoptotic cleavage of cellular proteins"
"REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","Reactome","Genes involved in RNA Polymerase I Transcription Termination","(Reactome) RNA Polymerase I Transcription Termination"
"REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX","Reactome","Genes involved in Formation of the ternary complex, and subsequently, the 43S complex","(Reactome) Formation of the ternary complex, and subsequently, the 43S complex"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX","Reactome","Genes involved in Activation of the pre-replicative complex","(Reactome) Activation of the pre-replicative complex"
"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","Reactome","Genes involved in Processing of Intronless Pre-mRNAs","(Reactome) Processing of Intronless Pre-mRNAs"
"REACTOME_GAP_JUNCTION_DEGRADATION","Reactome","Genes involved in Gap junction degradation","(Reactome) Gap junction degradation"
"REACTOME_BASE_EXCISION_REPAIR","Reactome","Genes involved in Base Excision Repair","(Reactome) Base Excision Repair"
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","Reactome","Genes involved in Bile acid and bile salt metabolism","(Reactome) Bile acid and bile salt metabolism"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL","Reactome","Genes involved in Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","(Reactome) Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS","Reactome","Genes involved in Recycling of bile acids and salts","(Reactome) Recycling of bile acids and salts"
"REACTOME_SIGNALING_BY_RHO_GTPASES","Reactome","Genes involved in Signaling by Rho GTPases","(Reactome) Signaling by Rho GTPases"
"REACTOME_SIGNALING_BY_WNT","Reactome","Genes involved in Signaling by Wnt","(Reactome) Signaling by Wnt"
"REACTOME_METABOLISM_OF_NON_CODING_RNA","Reactome","Genes involved in Metabolism of non-coding RNA","(Reactome) Metabolism of non-coding RNA"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL","Reactome","Genes involved in Synthesis of bile acids and bile salts via 24-hydroxycholesterol","(Reactome) Synthesis of bile acids and bile salts via 24-hydroxycholesterol"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","Reactome","Genes involved in Synthesis of bile acids and bile salts","(Reactome) Synthesis of bile acids and bile salts"
"REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D","Reactome","Genes involved in Metabolism of steroid hormones and vitamins A and D","(Reactome) Metabolism of steroid hormones and vitamins A and D"
"REACTOME_ANDROGEN_BIOSYNTHESIS","Reactome","Genes involved in Androgen biosynthesis","(Reactome) Androgen biosynthesis"
"REACTOME_SIGNALLING_BY_NGF","Reactome","Genes involved in Signalling by NGF","(Reactome) Signalling by NGF"
"REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","Reactome","Genes involved in Beta-catenin phosphorylation cascade","(Reactome) Beta-catenin phosphorylation cascade"
"REACTOME_INSULIN_RECEPTOR_RECYCLING","Reactome","Genes involved in Insulin receptor recycling","(Reactome) Insulin receptor recycling"
"REACTOME_COPI_MEDIATED_TRANSPORT","Reactome","Genes involved in COPI Mediated Transport","(Reactome) COPI Mediated Transport"
"REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION","Reactome","Genes involved in Nef mediated downregulation of MHC class I complex cell surface expression","(Reactome) Nef mediated downregulation of MHC class I complex cell surface expression"
"REACTOME_SIGNALING_BY_SCF_KIT","Reactome","Genes involved in Signaling by SCF-KIT","(Reactome) Signaling by SCF-KIT"
"REACTOME_DEVELOPMENTAL_BIOLOGY","Reactome","Genes involved in Developmental Biology","(Reactome) Developmental Biology"
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","Reactome","Genes involved in Cross-presentation of soluble exogenous antigens (endosomes)","(Reactome) Cross-presentation of soluble exogenous antigens (endosomes)"
"REACTOME_SIGNALING_BY_NODAL","Reactome","Genes involved in Signaling by NODAL","(Reactome) Signaling by NODAL"
"REACTOME_DAG_AND_IP3_SIGNALING","Reactome","Genes involved in DAG and IP3 signaling","(Reactome) DAG and IP3 signaling"
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","Reactome","Genes involved in Spry regulation of FGF signaling","(Reactome) Spry regulation of FGF signaling"
"REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT","Reactome","Genes involved in The citric acid (TCA) cycle and respiratory electron transport","(Reactome) The citric acid (TCA) cycle and respiratory electron transport"
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION","Reactome","Genes involved in BMAL1:CLOCK/NPAS2 Activates Circadian Expression","(Reactome) BMAL1:CLOCK/NPAS2 Activates Circadian Expression"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","Reactome","Genes involved in Antigen processing-Cross presentation","(Reactome) Antigen processing-Cross presentation"
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","Reactome","Genes involved in Growth hormone receptor signaling","(Reactome) Growth hormone receptor signaling"
"REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","Reactome","Genes involved in TRIF mediated TLR3 signaling","(Reactome) TRIF mediated TLR3 signaling"
"REACTOME_CELL_CELL_COMMUNICATION","Reactome","Genes involved in Cell-Cell communication","(Reactome) Cell-Cell communication"
"REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","Reactome","Genes involved in ABCA transporters in lipid homeostasis","(Reactome) ABCA transporters in lipid homeostasis"
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY","Reactome","Genes involved in Endosomal/Vacuolar pathway","(Reactome) Endosomal/Vacuolar pathway"
"REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION","Reactome","Genes involved in Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation","(Reactome) Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"
"REACTOME_ER_PHAGOSOME_PATHWAY","Reactome","Genes involved in ER-Phagosome pathway","(Reactome) ER-Phagosome pathway"
"REACTOME_MEIOSIS","Reactome","Genes involved in Meiosis","(Reactome) Meiosis"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","Reactome","Genes involved in Negative regulation of FGFR signaling","(Reactome) Negative regulation of FGFR signaling"
"REACTOME_G0_AND_EARLY_G1","Reactome","Genes involved in G0 and Early G1","(Reactome) G0 and Early G1"
"REACTOME_REGULATION_OF_KIT_SIGNALING","Reactome","Genes involved in Regulation of KIT signaling","(Reactome) Regulation of KIT signaling"
"REACTOME_MEMBRANE_TRAFFICKING","Reactome","Genes involved in Membrane Trafficking","(Reactome) Membrane Trafficking"
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS","Reactome","Genes involved in Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","(Reactome) Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","Reactome","Genes involved in Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
"REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","Reactome","Genes involved in Activated AMPK stimulates fatty-acid oxidation in muscle","(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle"
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","Reactome","Genes involved in Vitamin B5 (pantothenate) metabolism","(Reactome) Vitamin B5 (pantothenate) metabolism"
"REACTOME_BOTULINUM_NEUROTOXICITY","Reactome","Genes involved in Botulinum neurotoxicity","(Reactome) Botulinum neurotoxicity"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","Reactome","Genes involved in Metabolism of vitamins and cofactors","(Reactome) Metabolism of vitamins and cofactors"
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","Reactome","Genes involved in trans-Golgi Network Vesicle Budding","(Reactome) trans-Golgi Network Vesicle Budding"
"REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","Reactome","Genes involved in Proteolytic cleavage of SNARE complex proteins","(Reactome) Proteolytic cleavage of SNARE complex proteins"
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY","Reactome","Genes involved in Resolution of AP sites via the multiple-nucleotide patch replacement pathway","(Reactome) Resolution of AP sites via the multiple-nucleotide patch replacement pathway"
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS","Reactome","Genes involved in Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","(Reactome) Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"
"REACTOME_IL_7_SIGNALING","Reactome","Genes involved in Interleukin-7 signaling","(Reactome) Interleukin-7 signaling"
"REACTOME_CELL_CYCLE","Reactome","Genes involved in Cell Cycle","(Reactome) Cell Cycle"
"REACTOME_SIGNALING_BY_ERBB4","Reactome","Genes involved in Signaling by ERBB4","(Reactome) Signaling by ERBB4"
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","Reactome","Genes involved in Orc1 removal from chromatin","(Reactome) Orc1 removal from chromatin"
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS","Reactome","Genes involved in O-linked glycosylation of mucins","(Reactome) O-linked glycosylation of mucins"
"REACTOME_SULFUR_AMINO_ACID_METABOLISM","Reactome","Genes involved in Sulfur amino acid metabolism","(Reactome) Sulfur amino acid metabolism"
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","Reactome","Genes involved in Downregulation of ERBB2:ERBB3 signaling","(Reactome) Downregulation of ERBB2:ERBB3 signaling"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","Reactome","Genes involved in Antiviral mechanism by IFN-stimulated genes","(Reactome) Antiviral mechanism by IFN-stimulated genes"
"REACTOME_PROLACTIN_RECEPTOR_SIGNALING","Reactome","Genes involved in Prolactin receptor signaling","(Reactome) Prolactin receptor signaling"
"REACTOME_SIGNALING_BY_ERBB2","Reactome","Genes involved in Signaling by ERBB2","(Reactome) Signaling by ERBB2"
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS","Reactome","Genes involved in Sphingolipid de novo biosynthesis","(Reactome) Sphingolipid de novo biosynthesis"
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","Reactome","Genes involved in Termination of O-glycan biosynthesis","(Reactome) Termination of O-glycan biosynthesis"
"REACTOME_DEFENSINS","Reactome","Genes involved in Defensins","(Reactome) Defensins"
"REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","Reactome","Genes involved in Signaling by constitutively active EGFR","(Reactome) Signaling by constitutively active EGFR"
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","Reactome","Genes involved in GRB2 events in ERBB2 signaling","(Reactome) GRB2 events in ERBB2 signaling"
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER","Reactome","Genes involved in Signaling by EGFR in Cancer","(Reactome) Signaling by EGFR in Cancer"
"REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS","Reactome","Genes involved in Membrane binding and targetting of GAG proteins","(Reactome) Membrane binding and targetting of GAG proteins"
"REACTOME_BETA_DEFENSINS","Reactome","Genes involved in Beta defensins","(Reactome) Beta defensins"
